"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field(s) of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
"2010955"	2021-11-04	"Dr Sih Min Tan"	"Ideas Grants"	"Ideas Grants"	"Investigating complement C5a receptor 2 as a therapeutic target for diabetic kidney disease"	"Monash University"	"VIC"	"University"	855469.6	"Basic Science"	"other medical and health sciences | medical and health sciences not elsewhere classified |"	"diabetic complications"	"diabetic nephropathy"	"complement activation"	"complement c5a"	"kidney disease"	"Kidney disease is a serious and common complication of diabetes and the leading cause of kidney failure worldwide. We have found that the complement system, which is a normal part of the immune system, is overactivated in diabetes and leads to kidney injury. We propose studies to not only understand how complement leads to kidney disease in diabetes, but also to identify novel therapeutic targets to enable the development of new treatments for diabetic kidney disease."
"2010979"	2021-11-04	"Assoc Prof Hamsa Puthalakath"	"Ideas Grants"	"Ideas Grants"	"A novel antibody-based treatment for polymicrobial sepsis."	"La Trobe University"	"VIC"	"University"	653115	"Clinical Medicine and Science"	"biochemistry and cell biology | cell development, proliferation and death |"	"apoptosis"	"acute inflammation"	"bacterial infection"	"receptors"	"biomarkers"	"Sepsis or blood poisoning kills more than 7000 Australians every year and there is no cure for this disease. Using the CRISPR gene editing technology, we identified and characterized the receptor protein responsible death during sepsis in mice. We also have developed antibodies against the human counterparts of this receptor. We propose to test these antibodies in mice and human sepsis patients. We also propose to test a diagnostic marker for sepsis-associated mortality in sepsis patients."
"2010992"	2021-11-04	"Dr Tatiana Soboleva"	"Ideas Grants"	"Ideas Grants"	"Targeting a novel epigenetic regulator of Hodgkin lymphoma, H2A.B, for treament of cancer"	"Australian National University"	"ACT"	"University"	1041337.4	"Basic Science"	"medical biotechnology | medical molecular engineering of nucleic acids and proteins | biochemistry and cell biology | enzymes | genetics | gene expression (incl. microarray and other genome-wide approaches) |"	"drug discovery"	"tumour-specific targeting"	"nuclear transport"	"protein targeting"	"enzyme inhibition"	"We have identified a novel key regulator of Hodgkin Lymphoma, epigenetic factor, histone H2A.B. This proposal aims to develop novel therapeutic tools that would target H2A.B and potentially provide a more specific and less toxic treatment for Hodgkin Lymphoma patients. We will use Modular Nanotransporters, a highly specific intracellular delivery system, to target H2A.B for degradation and we will use the small molecule kinase inhibitors for functional inactivation of H2A.B."
"2010998"	2021-11-04	"Assoc Prof Kyle Hoehn"	"Ideas Grants"	"Ideas Grants"	"Targeting metabolism to improve healthy ageing"	"University of New South Wales"	"NSW"	"University"	858203	"Basic Science"	"medical biochemistry and metabolomics | metabolic medicine |"	"mitochondria"	"healthy ageing"	"ageing"	"metabolism"	"longevity"	"Ageing is the largest risk factor for chronic diseases that account for most of the financial burden of disease and 90% of deaths in Australia. The goal of this project is to test a new small molecule drug in mouse models of ageing to test the hypothesis that it will improve healthy ageing by decreasing age-related organ deterioration. Success of this project would provide support for clinical translation that could benefit individuals and society by decreasing disease incidence."
"2011004"	2021-11-04	"Assoc Prof Kyle Hoehn"	"Ideas Grants"	"Ideas Grants"	"Targeting caloric efficiency to treat obesity-related diabetes"	"University of New South Wales"	"NSW"	"University"	586751	"Basic Science"	"medical biochemistry and metabolomics | metabolic medicine |"	"diabetes mellitus"	"obesity"	"glucose homeostasis"	"insulin resistance"	"endocrinology"	"Diabetes is a major unmet medical need in Australia. We have recently discovered a new class of drug that reverses obesity and pre-diabetes in mice.  The objectives of this project are to determine whether this drug is effective in a mouse model of very severe obesity-related diabetes, and to determine if new drug coatings will improve drug exposure so that it can be taken orally once per day. Success of this project will provide vital data needed to support clinical translation."
"2011010"	2021-11-04	"Assoc Prof Anna Roujeinikova"	"Ideas Grants"	"Ideas Grants"	"Elucidating the function of host-derived cysteine in bacterial virulence"	"Monash University"	"VIC"	"University"	300922	"Basic Science"	"medical microbiology | medical bacteriology | biochemistry and cell biology | structural biology (incl. macromolecular modelling) |"	"helicobacter pylori"	"oxidative stress"	"x-ray crystallography"	"host colonisation"	"molecular microbiology"	"Our immune system responds to stomach infection with Helicobacter pylori by producing high levels of defence molecules called reactive oxygen species (ROS). However, H. pylori can withstand ROS, and they fail to clear the infection, but in the long term, ROS damage the stomach lining resulting in disease. This project tests the hypothesis that H. pylori uses amino acids cysteine and cystine available in the stomach lining to combat ROS.  The outcomes will aid future design of new antimicrobials."
"2011020"	2021-11-04	"Assoc Prof Ilia Voskoboinik"	"Ideas Grants"	"Ideas Grants"	"Cytotoxic T cell granules – a matter of life and death"	"University of Melbourne"	"VIC"	"University"	1386960	"Basic Science"	"biochemistry and cell biology | biochemistry and cell biology not elsewhere classified |"	"lysosome biology"	"lysosomal storage disorder"	"cytotoxic t lymphocytes (ctl)"	"protein trafficking"	"apoptosis"	"Humans are protected from infections and cancer by a subset of immune cells called cytotoxic lymphocytes, which can recognised and kill rogue cells. Despite an enormous clinical interest, how these cells mature from a naive inactive to a fully activated state is poorly understood. The aim of the current proposal is to investigate that process, and thus provide a better understanding of how the immune system works and how it can be better utilised to treat cancer and other diseases."
"2011033"	2021-11-04	"Dr Mitchell Lawrence"	"Ideas Grants"	"Ideas Grants"	"ComBATing lethal prostate cancer with combination Bipolar Androgen Therapy"	"Monash University"	"VIC"	"University"	952194.2	"Basic Science"	"oncology and carcinogenesis | cancer cell biology |"	"testosterone"	"steroid hormones"	"androgen receptor"	"hormone-dependent cancers"	"prostate"	"For 80 years, the main way to treat advanced prostate cancer has been to cut off the supply of male hormones. Unfortunately, this only works temporarily and it compromises quality of life. Surprisingly, new clinical trials show that the opposite approach – supplying excess testosterone – is effective and improves quality of life. Our novel idea is to boost the efficacy of testosterone therapy, and ensure more patients benefit, by combining it with a second drug."
"2011042"	2021-11-04	"Prof Gerald Atkins"	"Ideas Grants"	"Ideas Grants"	"Establishing a new bone pathologic pathway and solving problems of diagnosis in chronic orthopaedic infections"	"University of Adelaide"	"SA"	"University"	893115.8	"Clinical Medicine and Science"	"clinical sciences | clinical microbiology | clinical sciences | infectious diseases | clinical sciences | orthopaedics |"	"chronic infection"	"orthopaedic surgery"	"antibiotic therapy"	"medicinal chemistry"	"staphylococcus"	"Orthopaedic and other bone infections are difficult to diagnose, treat and cure. Hard bone is a unique niche for host-pathogen interaction that provides both serious treatment challenges and new opportunities for improving patient outcomes. Using analysis of human patients, unique animal and human models of bone infection, our proposal will revolutionise diagnosis and understanding of complex infections such as periprosthetic joint infection and diabetic foot infection."
"2011044"	2021-11-04	"Dr Manisha Pandey"	"Ideas Grants"	"Ideas Grants"	"COMBAT - A Combination B-and T-Cell Epitope Vaccine to Futureproof COVID-19 Vaccine"	"Griffith University"	"QLD"	"University"	1211033	"Clinical Medicine and Science"	"clinical sciences | infectious diseases | clinical sciences | clinical microbiology | medical microbiology | medical virology |"	"covid-19"	"vaccine"	"synthetic peptides"	"humoral immunity"	"cellular immunity"	"We are proposing a vaccine that contains only safe components of the SARS-CoV-2 virus, yet effectively elicits protective immunity. The vaccine works by inducing antibodies capable of preventing the virus from attaching to lung cells, and killer T cells that destroy virus-infected cells. This highly innovative approach will generate a much needed safe and prophylactic 2nd generation modular vaccine, ideal for “vaccine update” that will have a major impact on health and society more generally."
