"APP ID"	"Date Announced"	"CIA_NAME"	"GRANT_TYPE"	"SUB_TYPE"	"SIMPLIFIED TITLE"	"ADMIN_ INSTITUTION"	"STATE"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"TOTAL"	"BROAD_RESEARCH_AREA"	"FOR_ CATEGORY"	"FIELD_OF_  RESEARCH"	"RESEARCH_KW_1"	"RESEARCH_KW_2"	"RESEARCH_KW_3"	"RESEARCH_KW_4"	"RESEARCH_KW_5"	"Sector"
"1079715"	2014-08-29	"A/Pr Taher Omari"	"NHMRC Research Fellowships"	"Research Fellowship"	"Translational Studies of Novel Methods for the Assessment of Gastrointestinal Motility."	"Flinders University"	"SA"	NA	137329	137329	137329	137329	137329	NA	686645	"Clinical Medicine and Science"	"MEDICAL PHYSIOLOGY"	"Systems Physiology"	"gastrointestinal motility"	"motility disorders"	"dysphagia"	"diagnosis"	"therapy"	"University"
"1079777"	2014-08-29	"Prof David Hunter"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Improving Awareness and Treatment of Osteoarthritis"	"University of Sydney"	"NSW"	NA	78803	78803	78803	78803	78803	NA	394017	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rheumatology and Arthritis"	"osteoarthritis"	"decision support"	"clinical trial"	"pain management"	"magnetic resonance imaging (MRI)"	"University"
"1079785"	2014-08-29	"Prof R. Douglas McEvoy"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Translational Research in Obstructive Sleep Apnea"	"Flinders University"	"SA"	NA	110287	110287	110287	110287	110287	NA	551436	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"sleep apnoea"	"randomised controlled trial (RCT)"	"cardiovascular disease"	"neuropsychological impairments"	"health care delivery"	"University"
"1079842"	2014-08-29	"Prof Jon Emery"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Translating risk models to improve prevention and early diagnosis of cancer in primary care"	"University of Melbourne"	"VIC"	NA	91937	91937	91937	91937	91937	NA	459687	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"primary care"	"cancer detection"	"cancer prevention"	"risk assessment"	"clinical trial"	"University"
"1079904"	2014-08-29	"A/Pr Richard Ferrero"	"NHMRC Research Fellowships"	"Research Fellowship"	"Dissecting the role of NOD-like receptors (NLRs) in Helicobacter pylori disease"	"Monash University"	"VIC"	NA	122329	122329	122329	122329	122329	NA	611645	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Microbiology not elsewhere classified"	"Helicobacter pylori"	"bacterial pathogenesis"	"host/pathogen interaction"	"innate immunity"	"mucosal inflammation"	"University"
"1079929"	2014-08-29	"Prof Pankaj Sah"	"NHMRC Research Fellowships"	"Research Fellowship"	"Neural circuits that underpin fear and anxiety"	"University of Queensland"	"QLD"	NA	147996	147996	147996	147996	147996	NA	739980	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"neuron"	"neuronal plasticity"	"neuroscience"	"synapse"	"neuronal response"	"University"
"1080001"	2014-08-29	"Prof Miles Davenport"	"NHMRC Research Fellowships"	"Research Fellowship"	"Control of chronic infectious diseases."	"University of New South Wales"	"NSW"	NA	135162	135162	135162	135162	135162	NA	675810	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Microbiology not elsewhere classified"	"human immunodeficiency virus (HIV)"	"malaria"	"bioinformatics"	"biostatistics"	"tuberculosis"	"University"
"1080042"	2014-08-29	"Prof Paul Glasziou"	"NHMRC Research Fellowships"	"Research Fellowship"	"Increasing value, reducing waste from incomplete or unusable reports of medical research"	"Bond University"	"QLD"	NA	167383	167383	167383	167383	167383	NA	836915	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"evidence-based clinical practice"	"evidence-based health care"	"primary care"	"clinical epidemiology"	"clinical research"	"University"
"1080206"	2014-08-29	"Prof Mark Woodward"	"NHMRC Research Fellowships"	"Research Fellowship"	"Exploiting existing data sources to improve the prevention and treatment of cardiovascular disease"	"University of Sydney"	"NSW"	NA	147996	147996	147996	147996	147996	NA	739980	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"coronary heart disease (CHD)"	"stroke"	"kidney disease"	"epidemiology"	"biostatistics"	"University"
"1080321"	2014-08-29	"A/Pr Andrew Lew"	"NHMRC Research Fellowships"	"Research Fellowship"	"Research fellowship"	"Walter and Eliza Hall Institute"	"VIC"	NA	162996	162996	162996	162996	162996	NA	814980	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"dendritic cell"	"antigen presenting cells"	"apoptosis"	"cellular immunology"	"islet transplantation"	"MRI"
"1080404"	2014-08-29	"Prof Markus Schlaich"	"NHMRC Research Fellowships"	"Research Fellowship"	"Resistant Hypertension: causes, consequences, and novel therapeutic approaches"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	137329	137329	137329	137329	137329	NA	686645	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"hypertension"	"renal failure"	"sympathetic activity"	"obesity"	"denervation"	"MRI"
"1080518"	2014-08-29	"A/Pr Helmut Butzkueven"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Improving Multiple Sclerosis treatment outcomes"	"University of Melbourne"	"VIC"	NA	78803	78803	78803	78803	78803	NA	394017	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Central Nervous System"	"multiple sclerosis (MS)"	"databases"	"outcomes research"	"vitamin D"	"genetics"	"University"
"1080593"	2014-08-29	"Prof Paul Alewood"	"NHMRC Research Fellowships"	"Research Fellowship"	"Pain Drugs from Venom Peptides"	"University of Queensland"	"QLD"	NA	147996	147996	147996	147996	147996	NA	739980	"Basic Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Biologically Active Molecules"	"antagonists"	"peptide synthesis"	"conotoxins"	"pain"	"drug discovery"	"University"
"1080806"	2014-08-29	"A/Pr Gerald Atkins"	"NHMRC Research Fellowships"	"Research Fellowship"	"The central role of the osteocyte in skeletal pathophysiology"	"University of Adelaide"	"SA"	NA	122329	122329	122329	122329	122329	NA	611645	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Biochemistry and Cell Biology not elsewhere classified"	"bone disease"	"bone remodelling"	"bone mineral density"	"orthopaedic surgery"	"osteolysis"	"University"
"1080820"	2014-08-29	"Prof Helen Herrman"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Promoting mental health and preventing mental illnesses in marginalised young people"	"University of Melbourne"	"VIC"	NA	91937	91937	91937	91937	91937	NA	459687	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"mental health"	"trauma"	"implementation"	"social and cultural issues"	"youth"	"University"
"1080856"	2014-08-29	"Prof Richard Bryant"	"NHMRC Research Fellowships"	"Research Fellowship"	"A Translational Model for Indigenous Mental Health"	"University of New South Wales"	"NSW"	NA	182383	182383	182383	182383	182383	NA	911915	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Health, Clinical and Counselling Psychology"	"mental health"	"Aboriginal mental health"	"indigenous health"	"posttraumatic stress disorder (PTSD)"	"refugee health"	"University"
"1080887"	2014-08-29	"Prof Leonard Harrison"	"NHMRC Research Fellowships"	"Research Fellowship"	"Pathogenesis and Prevention of Type 1 Diabetes"	"Walter and Eliza Hall Institute"	"VIC"	NA	167383	167383	167383	167383	167383	NA	836915	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Autoimmunity"	"type 1 diabetes mellitus (insulin-dependent diabetes mellitus)"	"prevention"	"immune regulation"	"immunotherapy"	"epigenetics"	"MRI"
"1080963"	2014-08-29	"A/Pr G. Paul Amminger"	"NHMRC Research Fellowships"	"Research Fellowship"	"Lipid Biology For Prediction And Prevention Of Psychotic Disorders and  Persistent Depression In Young People"	"University of Melbourne"	"VIC"	NA	122329	122329	122329	122329	122329	NA	611645	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"psychosis"	"schizophrenia and related disorders"	"depression"	"fatty acids"	"myelin"	"University"
"1081143"	2014-08-29	"Prof Murray Esler"	"NHMRC Research Fellowships"	"Research Fellowship"	"Human Cardiovascular Neuroscience"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	167383	167383	167383	167383	167383	NA	836915	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"sympathetic activity"	"orthostatic hypotension"	"hypertension"	"kidney"	"catecholamines"	"MRI"
"1081175"	2014-08-29	"Prof Andrew Grulich"	"NHMRC Research Fellowships"	"Research Fellowship"	"Research Fellowship in preventing HIV and HIV-related cancer"	"University of New South Wales"	"NSW"	NA	147996	147996	147996	147996	147996	NA	739980	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"human immunodeficiency virus (HIV)"	"prevention"	"preventive screening"	"cancer prevention"	"human papillomavirus (HPV)"	"University"
"1081288"	2014-08-29	"A/Pr Peter Anderson"	"NHMRC Research Fellowships"	"Research Fellowship"	"Improving the long-term quality of life for preterm children"	"Murdoch Childrens Research Institute"	"VIC"	NA	122329	122329	122329	122329	122329	NA	611645	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"premature birth"	"low birth weight infant"	"neuropsychology"	"neuroimaging"	"early intervention"	"MRI"
"1081328"	2014-08-29	"A/Pr Sophia Zoungas"	"NHMRC Research Fellowships"	"Research Fellowship"	"Improving health outcomes with Ageing and Diabetes: a focus on prevention and management of Cardiovascular Disease"	"Monash University"	"VIC"	NA	122329	122329	122329	122329	122329	NA	611645	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"ageing population"	"clinical trial"	"diabetes"	"health services research"	"cardiovascular disease prevention"	"University"
"1081334"	2014-08-29	"Prof Christine Clarke"	"NHMRC Research Fellowships"	"Research Fellowship"	"Hormone action in the normal breast"	"University of Sydney"	"NSW"	NA	162996	162996	162996	162996	162996	NA	814980	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"progesterone"	"nuclear receptors"	"breast function"	"breast cancer"	"transcriptional regulation"	"University"
"1081356"	2014-08-29	"Prof Craig Anderson"	"NHMRC Research Fellowships"	"Research Fellowship"	"Developing and implementing proven treatments and systems of care in stroke"	"University of Sydney"	"NSW"	NA	167383	167383	167383	167383	167383	NA	836915	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"stroke outcome"	"randomised controlled trial (RCT)"	"clinical epidemiology"	"stroke risk"	"blood pressure"	"University"
"1081421"	2014-08-29	"A/Pr Anne Voss"	"NHMRC Research Fellowships"	"Research Fellowship"	"NHMRC Research Fellowship"	"Walter and Eliza Hall Institute"	"VIC"	NA	122329	122329	122329	122329	122329	NA	611645	"Basic Science"	"GENETICS"	"Developmental Genetics (incl. Sex Determination)"	"developmental genetics"	"chromatin"	"transcriptional regulation"	"gene function"	"gene targeting"	"MRI"
"1081858"	2014-08-29	"Prof Christopher Goodnow"	"NHMRC Research Fellowships"	"Research Fellowship"	"Immunological diseases: understanding their cause and improving their treatment by human genome sequencing"	"Garvan Institute of Medical Research"	"NSW"	NA	167383	167383	167383	167383	167383	NA	836915	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Immunogenetics (incl. Genetic Immunology)"	"autoimmune disease"	"antibody"	"genomics"	"T cells"	"molecular biology"	"MRI"
"1081884"	2014-08-29	"Prof John Myburgh"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Practitioner Fellowship"	"University of New South Wales"	"NSW"	NA	110287	110287	110287	110287	110287	NA	551436	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Intensive Care"	"resuscitation"	"shock"	"sepsis"	"steroids"	"health economics"	"University"
"1082045"	2014-08-29	"Prof Matthew Law"	"NHMRC Research Fellowships"	"Research Fellowship"	"Treatment and Prevention of HIV and Sexually Transmitted Infections"	"University of New South Wales"	"NSW"	NA	147996	147996	147996	147996	147996	NA	739980	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"human immunodeficiency virus (HIV)"	"sexually-transmitted infections (STI)"	"treatment"	"prevention"	"cohort study"	"University"
"1082138"	2014-08-29	"Prof Rachelle Buchbinder"	"NHMRC Research Fellowships"	"Research Fellowship"	"Improving translation of evidence into practice for musculoskeletal conditions"	"Monash University"	"VIC"	NA	182383	182383	182383	182383	182383	NA	911915	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rheumatology and Arthritis"	"musculoskeletal disorders"	"rheumatology"	"implementation"	"translation"	"epidemiological research methods"	"University"
"1082141"	2014-08-29	"Prof Terence Speed"	"NHMRC Research Fellowships"	"Research Fellowship"	"Statistics and bioinformatics for medical omics"	"Walter and Eliza Hall Institute"	"VIC"	NA	167383	167383	167383	167383	167383	NA	836915	"Basic Science"	"STATISTICS"	"Biostatistics"	"bioinformatics"	"biostatistics"	"genomics"	"epigenetics"	"cancer"	"MRI"
"1082186"	2014-08-29	"A/Pr Yves d'Udekem d'Acoz"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Guaranteeing survival into adulthood, physical health and psychological well-being to children born with single ventricles."	"Murdoch Childrens Research Institute"	"VIC"	NA	65670	65670	65670	65670	65670	NA	328348	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"congenital heart disease"	"cardiac surgery"	"quality of life"	"survival rate"	"heart transplantation"	"MRI"
"1082548"	2014-08-29	"Prof Ben Mol"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Modernizing the knowledge base for reproductive health care: Individual patient data meta-analysis as the new standard for evidence synthesis in reproductive health."	"University of Adelaide"	"SA"	NA	110287	110287	110287	110287	110287	NA	551436	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"pregnancy complications"	"clinical trial"	"assisted reproductive technology (ART)"	"clinical guidelines"	"individualising management"	"University"
"1083920"	2014-08-29	"Prof Katrina Allen"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Prevention and improved management of paediatric food allergy"	"Murdoch Childrens Research Institute"	"VIC"	NA	91937	91937	91937	91937	91937	NA	459687	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"food allergy"	"allergy"	"paediatric"	"population health"	"allergy prevention"	"MRI"
"1084178"	2014-08-29	"Prof Andrew Scott"	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Molecular Imaging and Therapy of Cancer"	"Ludwig Institute for Cancer Research"	"VIC"	NA	94532	94532	94532	94532	94532	NA	472659	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Molecular Targets"	"molecular imaging"	"antibody cancer therapy"	"positron emission tomography (PET)"	"immunotherapy"	"signalling pathways"	"MRI"
"586607"	2014-08-29	"Prof Dmitri Sviridov"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"Cholesterol Metabolism: a Focal Point in Pathogenesis of Atherosclerosis and Metabolic Diseases, from Cells to Patients"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	135162	NA	NA	NA	NA	NA	135162	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"cholesterol"	"cholesterol metabolism"	"lipoproteins"	"transporters"	"metabolism"	"MRI"
"586651"	2014-08-29	"Prof Greg Rice"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"Improving the outcome of pregnancy to provide a better start to life."	"University of Queensland"	"QLD"	NA	147996	NA	NA	NA	NA	NA	147996	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"pregnancy"	"pregnancy complications"	"cell biology"	"proteomics"	"biomarkers"	"University"
"586675"	2014-08-29	"Prof Merlin Thomas"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"Modulating Angiotensin Signalling Towards the Prevention of Diabetic Complications"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	122329	NA	NA	NA	NA	NA	122329	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"angiotensin II"	"diabetes mellitus"	"advanced glycation"	"epigenetics"	"atherogenesis"	"MRI"
"596825"	2014-08-29	"A/Pr Shane Grey"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"re-balancing pancreatic beta cell inflammatory homeostasis for improved islet transplant outcomes and novel therapeutic opportunities for type 2 diabetes."	"Garvan Institute of Medical Research"	"NSW"	NA	122329	NA	NA	NA	NA	NA	122329	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"diabetes"	"islet transplantation"	"type 2 diabetes mellitus (non-insulin dependent diabetes mellitus)"	"islets of Langerhans"	"nuclear factor kappa-B (NF-KB)"	"MRI"
"603104"	2014-08-29	"Prof Weisan Chen"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"Cellular Immunity to Influenza A viruses in mice and in humans"	"La Trobe University"	"VIC"	NA	122329	NA	NA	NA	NA	NA	122329	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"T cell immunity"	"antigen presentation"	"vaccine biology"	"influenza virus"	"epitope mapping"	"University"
"603124"	2014-08-29	"A/Pr Margaret Hibbs"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"Identifying and targeting mechanisms underlying chronic inflammation"	"Monash University"	"VIC"	NA	122329	NA	NA	NA	NA	NA	122329	"Basic Science"	"IMMUNOLOGY"	"Immunology not elsewhere classified"	"systemic lupus erythematosus (SLE)"	"chronic inflammation"	"autoimmunity"	"chronic obstructive pulmonary disease (COPD)"	"therapeutics"	"University"
