"APP ID"	"Date Announced"	"Notes"	"APP YEAR"	"FUNDING TYPE"	"FUNDING SUB TYPE"	"SCIENTIFIC TITLE"	"SIMPLIFIED TITLE"	"CIA"	"APP ADMIN INSTITUTION"	"STATE"	"Start Year"	"Final Budget - Rounded"	"Funding Source"	"MAIN FUNDING GROUP"	"SECTOR"	"BROAD RESEARCH AREA"	"FOR CATEGORY"	"FIELD OF RESEARCH"	"RESEARCH KW 1"	"RESEARCH KW 2"	"RESEARCH KW 3"	"RESEARCH KW 4"	"RESEARCH KW 5"	"HEALTH KW 1"	"HEALTH KW 2"	"HEALTH KW 3"	"HEALTH KW 4"	"HEALTH KW 5"	"MEDIA SUMMARY"
9000214	2013-08-05	NA	2013	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2013 Equipment Grant"	"2013 Equipment Grant"	"Carol Beetles"	"Edith Cowan University"	"WA"	2013	10735	"NHMRC MREA"	"Infrastructure Support"	"University"	"Not Applicable"	"Not Applicable"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Not Applicable"
9000215	2013-08-05	NA	2013	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2013 Equipment Grant"	"2013 Equipment Grant"	"Mrs Felicity Kamid"	"Curtin University of Technology"	"WA"	2013	10508	"NHMRC MREA"	"Infrastructure Support"	"University"	"Not Applicable"	"Not Applicable"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Not Applicable"
9000216	2013-08-05	NA	2013	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2013 Equipment Grant"	"2013 Equipment Grant"	"Latha Kancherla"	"Bond University"	"QLD"	2013	9823	"NHMRC MREA"	"Infrastructure Support"	"University"	"Not Applicable"	"Not Applicable"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Not Applicable"
9000217	2013-08-05	NA	2013	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2013 Equipment Grant"	"2013 Equipment Grant"	"Janet Wilks"	"Australian Catholic University, VIC"	"VIC"	2013	9184	"NHMRC MREA"	"Infrastructure Support"	"University"	"Not Applicable"	"Not Applicable"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Not Applicable"
9000218	2013-08-05	NA	2013	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2013 Equipment Grant"	"2013 Equipment Grant"	"Dr Simon Liddle"	"RMIT University"	"VIC"	2013	6713	"NHMRC MREA"	"Infrastructure Support"	"University"	"Not Applicable"	"Not Applicable"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Not Applicable"
9000219	2013-08-05	NA	2013	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2013 Equipment Grant"	"2013 Equipment Grant"	"Jeffrey Warner"	"The Sax Institute"	"NSW"	2013	6100	"NHMRC MREA"	"Infrastructure Support"	"MRI"	"Not Applicable"	"Not Applicable"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Not Applicable"
1056929	2013-08-20	NA	2012	"Targeted Research"	"John Cade Fellowship in Mental Health Research"	"Modifiable risk factors for Serious Mental Illness - an integrated program of epidemiology, genetics and clinical trials"	"Modifiable risk factors for Serious Mental Illness - an integrated program."	"Prof John McGrath"	"University of Queensland"	"QLD"	2014	3750000	"NHMRC MREA"	"People support"	"University"	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Neurosciences not elsewhere classified"	"schizophrenia and related disorders"	"vitamin D"	"epidemiology"	"early psychosis"	"clinical trial"	"genetic epidemiology"	NA	NA	NA	NA	"John McGrath has discovered that vitamin D during brain development is associated with psychosis. Just as the use of folate decreased the incidence of spina bifida, vitamin D supplementation could decrease the incidence of psychosis. Using international samples, McGrath will search for modifiable risk factors for mental illness related to nutrition, infection and stress. He will use the latest methods from genetics to explore modifiable risk factors and undertake clinical trials."
1056964	2013-08-20	NA	2012	"Targeted Research"	"John Cade Fellowship in Mental Health Research"	"Prevention of depression using e health technologies"	"Harnessing new e health technologies to bridge translation gaps"	"Prof Helen Christensen"	"University of New South Wales"	"NSW"	2014	3750000	"NHMRC MREA"	"People support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"depression"	"prevention"	"mental health"	"internet service delivery"	"public health"	"self help"	"health promotion"	NA	NA	NA	"The number of people experiencing depression in Australia could be reduced radically if we do two things:  Provide prevention programs to young people AND reduce the stigma people feel if they seek help. This research aims to develop effective, personalised school prevention programs, and deliver them to every school student in Australia.  It also aims to determine how we can lower stigma across Australia by using social media."
1057047	2013-08-20	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"A stratified radomised control trial of an intensive, comprehensive aphasia program to compare patient outcomes post stroke with usual care"	"Can a new intensive model of aphasia rehabilitation achieve better outcomes than usual care?"	"Prof Linda Worrall"	"University of Queensland"	"QLD"	2014	751348	"NHMRC MREA"	"Research support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rehabilitation and Therapy (excl. Physiotherapy)"	"aphasia"	"stroke rehabilitation"	"speech pathology"	"translational research"	"health economics"	"health education"	"caregivers"	"service delivery"	NA	NA	"Aphasia is a chronic communication disability that affects language processing (talking, understanding, reading & writing) after a brain injury, such as a stroke. Access to rehabilitation services is highly variable, compounding experiences of social isolation, depression & poorer quality of life. Our intensive & comprehensive Aphasia LIFT program has yielded improvements in communication & quality of life, & may provide more cost effective rehabilitation. This study examines whether LIFT is more effective than current models of usual care."
1057362	2013-08-20	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Population Health Planning for Rural Medicare Locals: evaluating a community participation method for delivering outcomes"	"Community Participation Method for Rural Medicare Local population health planning"	"Prof Jane Farmer"	"La Trobe University"	"VIC"	2014	418183	"NHMRC MREA"	"Research support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"primary care"	"health planning"	"consumer participation"	"rural health"	"oral health"	"priority setting"	"access to dental care"	"workforce policy"	"evaluation studies"	NA	"The study, in six communities, will evaluate whether an evidenced based method of rural community participation from the UK translates to assist healthcare planning by Medicare Locals. Medicare Locals must involve local people in designing services to improve health, but lack methods to do this. The focus of the study is oral health, a major issue in rural areas.  The study evaluates whether new services are designed and implemented and whether there is change to health knowledge and behaviours."
1057411	2013-08-20	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Prevention of complications in Type 2 Diabetes by using ICT to optimise self-management"	"Improving the health of people with type 2 diabetes using ICT"	"Prof Brian Oldenburg"	"Monash University"	"VIC"	2014	810962	"NHMRC MREA"	"Research support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"behavioural intervention"	"diabetes mellitus"	"self-management"	"chronic illness management"	"access to health care"	"health informatics"	"cost-effectiveness"	"early intervention"	NA	NA	"The impact of the diabetes epidemic on individuals and society is severe but can be reduced by improving diabetes self-management. Conducted in partnership with Diabetes Australia (Queensland, Victoria, WA) and Roche Diagnostics, this research will evaluate the 'real world' implementation of a telehealth program, already successfully trialled, which has the potential to provide a low cost and effective program to a large number of Australians with type 2 diabetes."
1057492	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Population Health"	"The Australian Centre for Research Excellence in Offender Health"	"The Australian Centre for Research Excellence in Offender Health"	"Prof Tony Butler"	"University of New South Wales"	"NSW"	2013	2494580.7	"NHMRC MREA"	"Research support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"prison population"	"forensic psychiatry"	"hepatitis C infection"	"behaviour disorders"	"aggression"	"mental health"	"acquired brain injury"	"health surveillance"	"Aboriginal health"	"health economics"	"Offenders are one of the most marginalised groups in society and endure the worst health outcomes in regards to mental health, exposure to bloodborne viruses and sexually transmissible infections, and engagement in health risk behaviours. Incarceration devastates Indigenous communities and we urgently need for solutions to reduce Aboriginal prisoner numbers. The research proposed by this CRE in mental health and infectious diseases will improve health outcomes for offenders and provide treatment solutions rather than incarceration."
1057514	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical"	"Improving the Immediate and Longer-Term Health Outcomes of Preterm Infants"	"Improving Immediate and Longer-Term Health and Wellbeing of Premature Babies"	"Prof Jennifer Pillow"	"University of Western Australia"	"WA"	2013	2499202.1	"NHMRC MREA"	"Research support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"premature infant"	"neurodevelopmental disorders"	"nutritional therapy"	"lactation"	"respiratory diseases"	"bronchopulmonary dysplasia"	"infection"	"immunology"	"inflammation"	"cardiovascular abnormalities"	"Premature babies develop health problems that persist throughout life and impact on mental, physical and social well-being. As all body systems are immature at birth, premature babies can develop one or many different health problems.  Many factors before, during and after birth may influence the baby’s response to different treatments. Our collaborative research program seeks to understand the big picture, to help us design better treatments that improve long term outcomes after preterm birth."
1057608	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Population Health"	"Centre of Research Excellence on Sitting Time and Chronic Disease Prevention – Mechanisms, Measurement and Interventions"	"Too Much Sitting – Developing New Approaches to Chronic Disease Prevention"	"Prof Neville Owen"	"Baker IDI Heart and Diabetes Institute"	"VIC"	2013	2499246.25	"NHMRC MREA"	"Research support"	"MRI"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"sedentary behaviour"	"preventive health"	"population health"	"intervention study"	"mechanisms"	NA	NA	NA	NA	NA	"Australian research has identified serious health consequences arising from the 7 to 10 hours of daily sitting that most people do, especially in relation to ‘diseases of inactivity’ – type 2 diabetes, coronary heart disease and breast and colon cancer – that are an unwelcome burden on individuals, families and health systems. This new research examines the practical feasibility and the preventive-health benefits of changing children’s and adults’ sitting time in schools, workplaces and the home environment."
1057997	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical"	"A Centre for Research Excellence in Cerebral Palsy (CRE-CP)"	"A Centre for Research Excellence in Cerebral Palsy (CRE-CP)"	"Prof Dinah Reddihough"	"Murdoch Childrens Research Institute"	"VIC"	2013	2497003	"NHMRC MREA"	"Research support"	"MRI"	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"cerebral palsy"	"cerebral palsy treatments"	"caregiver health"	"health care delivery"	"treatment efficacy"	"multidisciplinary"	"patient outcomes"	"disability"	"developmental outcomes"	"community paediatrics"	"Cerebral palsy is the most common physical disability in childhood. Our objective is to bring about a radical improvement in the treatment of individuals with cerebral palsy, both children and adults, and to determine better ways to assist their families. Emphasis will be placed on early detection of health issues and rigorous evaluation of management options.  We will train more researchers and ensure that all the knowledge generated is made available to families and health care professionals."
1058560	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical"	"Paediatric Emergency Medicine Centre of Research Excellence (PEM-CRE)"	"A centre of research excellence to improve the care for children in the emergency department"	"A/Pr Edward Oakley"	"Murdoch Childrens Research Institute"	"VIC"	2013	2500000	"NHMRC MREA"	"Research support"	"MRI"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Emergency Medicine"	"emergency medicine"	"paediatric"	"head injury"	"seizures"	"clinical practice guidelines"	"multicentre"	NA	NA	NA	NA	"The Paediatric Research in Emergency Departments International Collaborative (PREDICT) is an existing research network. By coordinating the Paediatric Emergency Medicine Centre of Research Excellence PREDICT will provide evidence to fill knowledge gaps in paediatric emergency care, develop better pathways to improve practice in the Emergency Department, and create a new ability to translate knowledge to improve care of children in Australasian emergency departments."
1059738	2013-08-20	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Guidance of Heart Failure Management Programs by Risk Assessment"	"Guidance of Heart Failure Management Programs by Risk Assessment"	"Prof Thomas Marwick"	"University of Tasmania"	"TAS"	2014	942740	"NHMRC MREA"	"Research support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"heart failure"	"disease management"	"social determinants of health"	"risk assessment"	"chronic diseases"	NA	NA	NA	NA	NA	"After admission with acute heart failure (HF), readmissions to hospital are frequent. This Partnership project aims to reduce HF readmissions by using data linkage to target community services, developing a HF readmission prediction score, and applying this to a novel, variable intensity HF management program, so resources are directed towards the highest risk patients. The study will evaluate the cost-effectiveness of this approach and provide educate community-based providers on the process."
1059760	2013-08-20	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Who decides and at what cost? Comparing patient, surrogate and oncologist perspectives on end of life care"	"Who decides and at what cost?"	"Prof Robert Sanson-Fisher"	"University of Newcastle"	"NSW"	2014	247653	"NHMRC MREA"	"Research support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"cancer"	"decision making"	"health services research"	"autonomy"	"patient preference"	"bioethics"	"terminal care"	NA	NA	NA	"This project will directly compare the preferences for end of life care and involvement in decision making among cancer patients, surrogate decision makers and oncologists; and explore how these preferences change over time. Findings will inform novel strategies to improve the adherence of surrogate decision makers and providers to patient preferences when patients lose the capacity to make these decisions themselves."
1060205	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Population Health"	"Centre for Population Health Research on Electromagnetic Energy"	"Effects of mobile phones and MRI on population health"	"Prof Michael Abramson"	"Monash University"	"VIC"	2013	2499157	"NHMRC MREA"	"Research support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"electromagnetic fields"	"cognitive function"	"cancer epidemiology"	"electroencephalogram (EEG)"	"exposure assessment"	"risk perception"	"magnetic resonance imaging (MRI)"	NA	NA	NA	"This CRE brings together leading population health researchers to investigate the health effects of mobile phones and magnetic resonance imaging.  It will address high priority research questions identified by the WHO.  It will generate new knowledge that leads to improved health outcomes through a 5 year research program.  The outcomes will be translated into health policy and practice through international and national organisations.  The CRE will train PhDs and postdoctoral research fellows."
1060254	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Health Services"	"Centre for Research Excellence in End of Life Care"	"Centre for Research Excellence in End of Life Care"	"Prof Patsy Yates"	"Queensland University of Technology"	"QLD"	2013	2495542.7	"NHMRC MREA"	"Research support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"palliative care"	"supportive care"	"health services research"	"terminal care"	"access to health care"	"chronic diseases"	"legal issues"	"consumers"	"capacity building"	"policy development"	"The pattern of disease, dying and death has changed dramatically in Australia over the last century. ELCCRE brings together four leading research centres in end of life care and establishes strategic links with leading investigators in chronic disease, health economics and legal and ethical issues. ELCCRE will address the urgent need for evidence based end of life service delivery strategies that are responsive to the complex, unpredictable and often extended patterns of disease progression."
1060407	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Health Services"	"Centre of Research Excellence in Medicines and Ageing"	"Medicines and Ageing"	"Prof Andrew McLachlan"	"University of Sydney"	"NSW"	2013	2446504.1	"NHMRC MREA"	"Research support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"pharmacoepidemiology"	"drug use"	"health outcomes"	"drug safety"	"cost-effectiveness"	"adverse events"	"surveillance"	"medical complications"	"methodology"	"data linkage"	"Medicines have an important place in health and are commonly used for long periods, sometimes life-long. Using medicines wisely requires a careful balance between benefits and harmful effects. Currently, there is limited information to guide medicines use over a lifetime. Using large linked datasets, the CRE in Medicines and Ageing will generate much needed evidence about real world medicines use to support clinical and pharmaceutical policy decisions."
1060471	2013-08-20	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"STRIVEplus: Refinement and translation of an intervention designed to improve sexual health service delivery in remote communities"	"Long-term assessment of a program to improve the quality of sexual health services in remote communities"	"Prof John Kaldor"	"University of New South Wales"	"NSW"	2014	1296559	"NHMRC MREA"	"Research support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"remote communities"	"health services research"	"infectious diseases"	"primary care"	"sexual health"	NA	NA	NA	NA	"Curable sexually transmitted infections remain an important public health issue in many remote communities. We will conduct a long term study to find out how successful remote clinics have been in increasing testing and treatment for these infections through a quality improvement program. The study will also identify the types of health clinics that are more likely to succeed, and show whether the program has had any effects, whether positive or negative, on other clinical services."
1060696	2013-08-20	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Application of a novel research design to aid disinvestment from existing health technologies with uncertain effectiveness, cost-effectiveness and/or safety."	"Application of a novel research design to aid disinvestment from existing health technologies with uncertain effectiveness, cost-effectiveness and/or safety."	"A/Pr Terrence Haines"	"Monash University"	"VIC"	2014	248663	"NHMRC MREA"	"Research support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"implementation"	"allied health"	"cost-effectiveness"	"hospitals"	"services research"	NA	NA	NA	NA	NA	"Health policy makers and managers need to make choices between funding some health services and not others.  This decision is made difficult when there is limited evidence as to whether the health service in question is effective, cost-effective and safe.  Removing a health service when there is uncertainty exposes patients to risk of poorer outcomes.  This study employs a novel research design that will help decision makers to make these choices while minimising the level of risk they expose patients to."
1060733	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical"	"Centre of Research Excellence (CRE) in Newborn Medicine"	"Centre of Research Excellence in the Care and Outcomes of Newborn Babies"	"Prof Lex Doyle"	"Murdoch Childrens Research Institute"	"VIC"	2013	2499348.15	"NHMRC MREA"	"Research support"	"MRI"	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"newborn infant"	"infant development"	"resuscitation"	"magnetic resonance imaging (MRI)"	"mental health"	NA	NA	NA	NA	NA	"Problems around birth are common and can have long-term implications, including into adulthood. Our goal is to improve health outcomes for all newborn babies and their families by determining factors that enhance outcome and assessing the benefits and consequences of new treatments for mothers and babies. We are world leaders in this field and are dedicated to training the next generation of health professionals in the care of newborn babies, in Australia and the rest of the world."
1060940	2013-08-20	NA	2013	"Centre for Research Excellence"	"Centre for Research Excellence - Health Services"	"Centre of research excellence in improving health services for Aboriginal and Torres Strait Islander children"	"Centre of research excellence in improving health services for Aboriginal and Torres Strait Islander children"	"Prof Karen Edmond"	"University of Western Australia"	"WA"	2013	2494997.7	"NHMRC MREA"	"Research support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"health services research"	"Aboriginal child"	"equity"	"quality of care"	"access to health care"	NA	NA	NA	NA	NA	"Our CRE aim is to improve health outcomes in Aboriginal and Torres Strait Islander children. We provide new knowledge about health services Aboriginal children should receive.  We strengthen primary care and hospital services.   We improve understanding; test new models; ensure translation into policy and build capacity. We are from national and international Aboriginal, non government and mainstream organisations. We generate findings that are generalisable to health systems in Australia and internationally."
