"APP ID"	"Date Announced"	"CIA_Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1117394	2016-10-27	"Dr Tony Roscioli"	"Centres of Research Excellence"	"Centre of Research Excellence - Clinical"	"Transforming the Diagnosis and Management of Severe Neurocognitive Disorders through Genomics"	"Garvan Institute of Medical Research"	"NSW"	"Research"	"2016"	"2020"	2499329.5	"Clinical Medicine and Science"	"GENETICS"	"Genomics"	"intellectual disability"	"genomics"	"health economics"	"genetics"	"gene identification"	"Neurocognitive disorders (NCD) are one of the most common genetic conditions in our society and it results with a need for ongoing permanent care for many affected people. Until recently, only 30% of people with NCD could be diagnosed but this has changed with the availability of genomic testing where all genes can be tested at once. The use of genomics in the CRE will lead to new NCD genes being identified and this information being translated into a clinical setting."
1116454	2016-10-27	"Prof Dao-Yi Yu"	"Development Grants"	"Development Grant"	"Developing a novel glaucoma surgery for clinical use and commercialisation"	"University of Western Australia"	"WA"	"University"	"2017"	"2019"	565893.2	"Clinical Medicine and Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Ophthalmology"	"ophthalmology"	"glaucoma"	"surgical procedures"	"laser"	"blindness"	"Glaucoma is a potentially blinding eye condition that affects more than 60 million people. The greatest risk factor in glaucoma is high intraocular pressure. Surgical treatment for glaucoma seeks to lower the pressure inside the eye by increasing the drainage of fluid from the eye. There are numerous techniques available but all have risks of complications. This grant seeks to develop a novel approach to the problem using intra-ocular delivery of laser pulses to cut a drainage channel."
1117470	2016-10-27	"Prof David Jans"	"Development Grants"	"Development Grant"	"A Safe, Orally Administered Agent for Dengue"	"Monash University"	"VIC"	"University"	"2017"	"2019"	857659.2	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"dengue virus"	"therapeutic agents"	"infectious diseases"	"flavivirus infection"	"inhibitor design"	"Dengue virus is the most important mosquito-borne viral disease, with 2/3 of the world's population at risk. There is currently no treatment available for dengue. Our proposal aims to progress a safe and effective new treatment (4-HPR) against Dengue towards the clinic, generating all the required pharmacokinetic and pre-clinical animal data necessary to progress to a future clinical trial in humans. We will also investigate the use of 4-HPR as a dengue preventative."
1117541	2016-10-27	"Prof Nick Hoogenraad"	"Development Grants"	"Development Grant"	"Cancer cachexia therapeutics"	"La Trobe University"	"VIC"	"University"	"2017"	"2018"	626680	"Clinical Medicine and Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Molecular Medicine"	"cachexia"	"antibody therapy"	"therapeutics"	"muscle atrophy"	"adipose tissue"	"We have discovered a single tumour factor which causes cancer cachexia, a wasting condition that is one of the worst complications of malignancy,  for which there is no current effective treatment. We have developed antibodies which effectively block this condition in preclinical models and have produced human/humanised version of this. This application is to characterise these human antibodies to allow us proceed to clinical trials."
1117911	2016-10-27	"Prof Mel Ziman"	"Development Grants"	"Development Grant"	"Liquid Biopsy for Personalised Monitoring of Melanoma Patients"	"Edith Cowan University"	"WA"	"University"	"2017"	"2019"	820887.8	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Diagnosis"	"melanoma"	"biomarkers"	"prognosis"	"monitoring"	"DNA"	"Despite the success of recent melanoma treatments, therapies are effective long term in only a proportion of patients. Here we will  progress preliminary findings in collaboration with biotechnology and pathology companies to develop highly effective companion biomarkers that will aid treatment decisions throughout disease course. Our team will spearhead translation of these markers into the clinic for routine monitoring of melanoma patients."
1118168	2016-10-27	"Prof Jennifer Gamble"	"Development Grants"	"Development Grant"	"Sensitizing tumours to immunotherapy: Development of an RNA-based therapeutic for pancreatic adenocarcinoma that targets the immunosuppressive tumour microenvironment."	"University of Sydney"	"NSW"	"University"	"2017"	"2017"	189692	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Solid Tumours"	"microenvironment"	"endothelium"	"drug development"	"microrna"	"immunotherapy"	"The blood vessels of tumours are highly abnormal resulting in leakiness and hypoxia within the microenvironment. These abnormalities contribute both to the pathology and also to resistance to treatment. We have developed a new drug that is able to inhibit vascular leak, better the response to therapies and improve disease outcome. This work will generate essential data for the development of this drug towards Clinical Trials through interaction with International Pharma."
1118223	2016-10-27	"Dr David Garrett"	"Development Grants"	"Development Grant"	"Development of a high acuity, diamond retinal prosthesis"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	1010214	"Basic Science"	"MEDICAL BIOTECHNOLOGY"	"Medical Biotechnology not elsewhere classified"	"vision"	"prosthetic design"	"retinal function"	"artificial eye"	"biomedical engineering"	"Over recent years our team has developed a retinal implant to restore sight to people with certain types of blindness. With 256 independently controllable electrodes this device is among the most sophisticated in the world. We aim to conduct experiments to demonstrate that our device can provide improved better visual acuity than the world leaders with a view to developing a competitive commercial medical technology."
1118450	2016-10-27	"Prof Paul Keall"	"Development Grants"	"Development Grant"	"Nano-X: A new class of cancer radiotherapy system"	"University of Sydney"	"NSW"	"University"	"2017"	"2019"	824478	"Clinical Medicine and Science"	"OTHER PHYSICAL SCIENCES"	"Medical Physics"	"medical physics"	"cancer"	"radiation oncology"	"health economics"	"imaging"	"We will create a new class of cancer radiotherapy system that solves the complex problem of how to target a tumour with precision and accuracy even as the patient’s anatomy changes during treatment. Our Nano-X system is built with real-time imaging guidance and treatment adaptation at the heart of the design process; and complex processing tasks have been moved from hardware to software, enabling radical changes to machine design. Together these innovations will ensure better treatment outcomes."
1118550	2016-10-27	"Prof Anthony Kelleher"	"Development Grants"	"Development Grant"	"Development and validation of a latent tuberculosis diagnostic"	"University of New South Wales"	"NSW"	"University"	"2017"	"2019"	534865	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"tuberculosis"	"diagnostic assay"	"T cell immunity"	"antigen"	"validation"	"Globally, tuberculosis is a leading cause of death with 9.6 million new diagnoses in 2014. The diagnosis of latent TB infection is important, but is difficult to make because current assays are suboptimal. We have developed a very simple assay which detects responses to TB antigens by co-expression of two surface markers expressed by CD4+ T cells. We propose to develop this into a highly standardised kit for the diagnosis of TB with our commercial partner Cytognos."
1118667	2016-10-27	"Prof Mark Willcox"	"Development Grants"	"Development Grant"	"Innovative antimicrobial treatments for successful bone allografts"	"University of New South Wales"	"NSW"	"University"	"2017"	"2018"	473706.4	"Basic Science"	"BIOMEDICAL ENGINEERING"	"Biomaterials"	"orthopaedic"	"bone graft"	"biofilm"	"microbial infections"	"antimicrobial therapy"	"Bone healing sites are commonly infected, and this is associated with adverse clinical and significant socioeconomic outcomes. These studies will determine whether our novel antimicrobials can be used to reduce bone infections by studying the combination of antimicrobials and bone in laboratory and bone fracture studies whilst minimising the potential of developing antibiotic resistance."
