"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1137749	2017-07-31	"A/Pr Sally Bennett"	"Boosting Dementia Research Grants"	"Implementation of Dementia Research into Clinical Practice and Care"	"Implementing the Tailored Activity Program for people with dementia and their family living at home: i-TAP (Australia)"	"University of Queensland"	"QLD"	"University"	2017	2019	1060719.1	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aged Health Care"	"dementia care"	"implementation"	"translational research"	"occupational therapy"	"home-based care"	"The Tailored Activities Program (TAP) is a program that trains family carers to provide meaningful activities, use helpful communication strategies, and use these skills in daily activities. Despite its proven effectiveness in clinical trials, it is not available in Australia. This implementation project aims to: 1) To understand how TAP can be implmeneted and the barriers and enablers to its use, and 2) build capacity for the use of TAP in both the short and long term."
1137807	2017-07-31	"Prof Robert Sanson-Fisher"	"Boosting Dementia Research Grants"	"Implementation of Dementia Research into Clinical Practice and Care"	"A multi-component web-based intervention to improve the wellbeing of people with dementia and their carers: a randomised controlled trial"	"University of Newcastle"	"NSW"	"University"	2017	2019	1312455.4	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Information Systems (incl. Surveillance)"	"caregivers"	"dementia care"	"health informatics"	"quality of life"	"randomised controlled trial (RCT)"	"People with dementia in rural and regional communities and their informal caregivers experience a multitude of unmet needs, which can lead to lower quality of life and higher health care utilisation costs. An international Community of Practice will adapt a web-based program developed by European researchers to the Australian context. The effectiveness and cost-effectiveness of the program in improving quality of life of people with dementia and their caregivers in rural areas will be examined."
1137853	2017-07-31	"Prof Felicity Baker"	"Boosting Dementia Research Grants"	"Implementation of Dementia Research into Clinical Practice and Care"	"Music therapy interventions for dementia: Cluster randomised control trial"	"University of Melbourne"	"VIC"	"University"	2017	2019	1014430.2	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aged Health Care"	"aged care"	"quality of life"	"depression"	"dementia"	"dementia care"	"Music therapy interventions are increasingly used in aged care facilities across Australia, however Australian-based research that tests its effectiveness is scarce. In this study, we track the impact of group music therapy and group singing on levels of depression, cognitive function, quality of life, and other symptoms of dementia. By providing music therapy programs across sites in Victoria, NSW and Queensland, we will also evaluate the cost effectiveness of the intervention."
1139400	2017-07-31	"Dr Theresa Scott"	"Boosting Dementia Research Grants"	"Implementation of Dementia Research into Clinical Practice and Care"	"Supporting older adults with dementia with driving cessation and mobility: An innovative telehealth approach"	"University of Queensland"	"QLD"	"University"	2017	2019	1868907	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"dementia care"	"driving"	"mobility"	"adjustment"	"telemedicine"	"This program addresses dementia and driving cessation, a significant life event for people with dementia and challenge in primary care. We will translate an evidence-based driving cessation intervention into a telehealth model and implement it in a national cRCT. Expectations are that drivers with dementia will make independent decisions about stopping driving, however interventions are urgently needed to support people with dementia, their families and GPs to manage the challenges."
1139616	2017-07-31	"A/Pr Christopher Etherton-Beer"	"Boosting Dementia Research Grants"	"Implementation of Dementia Research into Clinical Practice and Care"	"Team Approach to Polypharmacy Evaluation and Reduction for General Practice patients with dementia: the Australian TAPERdem study"	"University of Western Australia"	"WA"	"University"	2017	2019	586840.4	"Clinical Medicine and Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Clinical Pharmacology and Therapeutics"	"dementia care"	"medications"	"comorbidity"	"pharmacology"	"pharmacy"	"Dementia frequently coexists with other chronic conditions, posing a challenge to optimise medication use. Suboptimal pharmacological management of comorbidities exacerbates the rate of functional decline of PWD.  The present study will determine to what extent improved medication management produces better health and functional outcomes for PWD."
1140459	2017-07-31	"Dr Melinda Martin-Khan"	"Boosting Dementia Research Grants"	"Implementation of Dementia Research into Clinical Practice and Care"	"Improving quality of care for people with dementia in the acute care setting"	"University of Queensland"	"QLD"	"University"	2017	2019	1859854.65	"Health Services Research"	"NURSING"	"Clinical Nursing: Secondary (Acute Care)"	"dementia"	"cognitive impairment"	"assessment"	"acute care"	"nursing"	"People with dementia are often undetected in hospital. This can result in problems which impact their long-term health and wellbeing. An electronic nursing assessment system for people admitted to hospital which reduces nursing admission documentation time, increases identification of patients with cognitive impairment and risk of delirium on admission, supports care planning and increases time for direct clinical care will improve the quality of care for patients with dementia in hospital."
1140485	2017-07-31	"Prof John McNeil"	"Boosting Dementia Research Grants"	"Implementation of Dementia Research into Clinical Practice and Care"	"A pilot dementia clinical quality registry to improve dementia clinical care"	"Monash University"	"VIC"	"University"	2017	2019	1571501.1	"Health Services Research"	"CLINICAL SCIENCES"	"Geriatrics and Gerontology"	"dementia"	"quality improvement"	"guidelines"	"implementation"	"register"	"Clinical Quality Registries collect health data about the quality of clinical care and assist the implementation and monitoring of clinical guidelines into practice. Registries can identify variations in clinical care across geographical areas, facilitate further research into a condition, and help refine and develop new guidelines over time. This proposal will test procedures and pilot a clinical quality registry for dementia, using data from a well-characterised cohort."
1140350	2017-10-11	"Dr Trisha Peel"	"Career Development Fellowships"	"Clinical CDF"	"Optimising Patient Outcomes following Surgery: Bridging the Fields of Antimicrobial Stewardship, Microbiology and Infection Prevention"	"Monash University"	"VIC"	"University"	2018	2021	431000	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"infectious diseases"	"infection control"	"surgical outcomes research"	"antimicrobial resistance"	"microbiology"	"Over 2.4 million surgeries are performed yearly in Australia. Up to 15% of procedures are complicated by infection leading to patient suffering. These infections are also implicated in the emergence of antibiotic resistance. My research will help us understand how infections develop, how to prevent these infections and how to incorporate best-practice into patient care. My research will bridge these key areas to help improve outcomes for patients undergoing surgical procedures."
1140386	2017-10-11	"Dr Adam Walker"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Neurodegenerative disease pathology, mechanisms, models and treatments"	"Macquarie University"	"NSW"	"University"	2018	2021	431000	"Basic Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"neurodegeneration"	"frontotemporal dementia"	"motor neuron disease (MND)"	"mouse models"	"pathology"	"Frontotemporal dementia (FTD) and motor neuron disease (MND) are fatal and incurable neurodegenerative diseases. Although dissimilar in symptoms, most cases of both FTD and MND are characterised at autopsy by abnormal accumulations of the TDP-43 protein in neurons. In this fellowship, I will characterise the biochemical changes caused by TDP-43 malfunction that occur in both FTD and MND and test potential new therapeutics in mice, to identify new ways to treat these devastating diseases."
1140444	2017-10-11	"A/Pr Kathryn Holt"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Applied bacterial genomics to tackle antimicrobial resistance"	"University of Melbourne"	"VIC"	"University"	2018	2021	476728	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"bacterial pathogen"	"antimicrobial resistance"	"genomics"	"klebsiella"	"microbial ecology"	"The focus of my research program for the next 5 years will be antimicrobial resistance (AMR), which is recognized by the WHO as one of the most pressing health issues globally and a threat to the very core of modern medicine. AMR is a consequence of adaptive evolution of microbial genomes in response to antimicrobial drugs; as such, genomics has a crucial role to play in understanding, monitoring and managing this most challenging of global health problems."
