"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1159230	2018-08-13	"Dr Jaclyn Pearson"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Understanding immune disorders of the gut"	"Monash University"	"VIC"	"University"	437036	"Basic Science"	"Medical Bacteriology"	"bacterial pathogenesis"	"host/pathogen interaction"	"inflammatory bowel disease (ibd)"	"inflammatory mediators"	"death signalling"	"Inflammatory bowel disease (IBD) is becoming a major public health concern worldwide, and the incidence is increasing. The underlying causes of IBD are complex where much remains unknown and current treatments are only successful in some people. Gut bacteria play an important role in maintaining a healthy gut, therefore I will study the effect of gut bacteria on immune responses in those with IBD to understand the most critical contributing factors to IBD, and to refine new treatments."
1159239	2018-08-13	"Dr Samuel Forster"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Phenotypic, genomic and informatic characterization of host-microbiota interactions to develop disease therapies"	"Monash University"	"VIC"	"University"	437036	"Basic Science"	"Innate Immunity"	"microbiology"	"innate immunity"	"bacterial genetics"	"bacterial population biology"	"bioinformatics"	"We now know that the bacteria found throughout our bodies play important, though poorly understood, roles in both disease and maintenance of health. In the human gut, we have identified novel bacteria, present in healthy individuals, that can drive inflammation in certain circumstances. As an emerging leader in microbiome, bioinformatics and innate immunity. I will identify novel therapeutic interventions to target these bacteria and block the inflammation for the treatment of diseases."
1159261	2018-08-13	"Dr Tu'uhevaha Kaitu'u-Lino"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"New diagnostics to predict preelampsia and fetal growth restriction"	"University of Melbourne"	"VIC"	"University"	483404	"Basic Science"	"Obstetrics and Gynaecology"	"pregnancy complications"	"pregnancy outcome"	"placental insufficiency"	"placental function"	"fetal growth restriction"	"Preeclampsia and fetal growth restriction are two of the most serious complications of pregnancy, claiming the lives of tens of thousands of mothers and countless more babies every year.     This fellowship proposes a body of work spanning diagnostics to therapeutics and providing a better understanding of the pathogenesis of the disease."
1159272	2018-08-13	"A/Pr Stephanie Gras"	"Research Fellowships"	"Research Fellowship"	"T cell-mediated responses to influenza and Human Immunodeficiency virus (HIV) infection"	"Monash University"	"VIC"	"University"	649175	"Basic Science"	"Structural Biology (incl. Macromolecular Modelling)"	"structural immunology"	"influenza"	"human immunodeficiency virus (hiv)"	"t cell immunity"	"viral infection"	"Influenza and HIV are major global health challenges. My research will identify why certain individuals (e.g., Indigenous Australians) are at high risk of viral infections and their associated complications, whereas others can combat and control the infection effectively. Understanding the strengths and weaknesses of the immune system towards viral infection will provide astounding opportunities to design new therapies to control (reprogram or boost) the immune system to fight off infection."
1159277	2018-08-13	"Dr Rebecca Lim"	"Career Development Fellowships"	"Industry CDF"	"Increasing Accessibility of Regenerative Medicine Through Innovative Solutions"	"Monash University"	"VIC"	"University"	483404	"Clinical Medicine and Science"	"Paediatrics"	"cell therapy"	"regenerative medicine"	"stem cells"	"bronchopulmonary dysplasia"	"translational research"	"I have established an accessible form of cell therapy that is safe even in premature babies with chronic lung disease. I will extend on my research by working with key industry partners to develop processes for the manufacture of regenerative medicines at a low cost and highly efficient manner. This will expedite patient access to potentially life-saving treatments. These cells will be used in five clinical trials in adults and extremely premature babies across three Australian hospitals."
1159347	2018-08-13	"Dr Alastair Stewart"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"ATP synthase: Regulation, antibiotics and mitochondrial disease"	"University of New South Wales"	"NSW"	"University"	437036	"Basic Science"	"Structural Biology (incl. Macromolecular Modelling)"	"antibiotics"	"mitochondrial disease"	"basic science"	"enzyme structure"	"cardiac arrhythmia"	"ATP synthase is an essential large biological enzyme that generates large amounts of cellular energy. Mutations in ATP synthase are important in many medical mitochondrial pathologies, including cardiomyopathies, heart failure and dementia. This proposal aims to image this essential enzyme at the atomic scale and exploit this knowledge to develop novel antibiotics and to understand how mutations in its components generate mitochondrial diseases."
1159349	2018-08-13	"A/Pr Martin Ng"	"Development Grants"	"Development Grant"	"Effectively Sealing Transcatheter Heart Valves"	"University of Sydney"	"NSW"	"University"	488596	"Basic Science"	"Medical Devices"	"valve regurgitation"	"endovascular technology"	"aortic stenosis"	"polymerisation"	"calcification"	"Transcatheter heart valves have revolutionised medicine by enabling the definitive treatment of structural heart disease without the morbidity and mortality associated with open surgery. The enormous clinical potential of these devices has been tempered by the serious and unresolved problem of their leak following deployment. Elimination of leak with our seal technology would expand the number of patients eligible for minimally invasive treatment and improve clinical outcomes."
1159403	2018-08-13	"Dr Scott Ayton"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Iron and Alzheimer's disease: new mechanisms, biomarkers and therapeutics"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	"Research Institutes"	437036	"Basic Science"	"Neurology and Neuromuscular Diseases"	"alzheimer disease"	"biomarkers"	"disease mechanisms"	"iron"	"dementia"	"The disappointment in failed Alzheimer’s drug trials has fuelled a renewed effort to rethink this disease. Based on my recent clinical and laboratory findings, I have identified a pathway involving iron that might be driving Alzheimer’s disease progression. I will investigate this using laboratory models, and in patients, for the purpose of developing new diagnostics. Importantly, these data are foundational to a clinical trial that I am currently performing."
1159444	2018-08-13	"Dr Louise Owen"	"Career Development Fellowships"	"Clinical CDF"	"Protecting premature lungs for life: supporting the first breath and every breath"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	305924	"Clinical Medicine and Science"	"Clinical Sciences not elsewhere classified"	"neonatal respiratory distress syndrome"	"neonatal survival"	"neonatology"	"resuscitation"	"clinical trial"	"I am a specialist newborn clinician, whose research program investigates breathing support for preterm babies. Premature babies have breathing difficulties at birth and for many months afterwards. The major cause of death and long-term health problems in very preterm babies is lung disease; everything we do to support breathing after birth, potentially damages preterm lungs. My studies aim to investigate, gentler, more effective breathing supports, via clinical research trials."
1159456	2018-08-13	"Ms Nicole Lake"	"Early Career Fellowships"	"CJ Martin Biomedical ECF"	"Improving diagnostic outcomes for children affected by serious genetic disease"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	417192	"Clinical Medicine and Science"	"Genomics"	"medical genomics"	"genetic disorders"	"functional genomics"	"candidate genes"	"disease gene"	"Currently, genetic tests fail to find a diagnosis in nearly half of all children affected by a serious genetic disorder, highlighting a large gap in our understanding of the genetic basis of disease. This proposal aims to use cutting-edge genomic technology to identify new causes of genetic disease. The knowledge gained from this research is expected to improve the diagnosis of genetic disease, and in turn improve outcomes for affected children and their families."
