Year,Name,"Award Category",Award,"Higher Education Institution","Partner (where applicable)",Discipline,"Project Title","ORCID ID"
2018,"Stefano Marcuzzi","Early Career",CAROLINE,"University College Dublin","Carnegie Europe ","Political Science","The EU and NATO, Towards a Common Strategy for the Central Mediterranean and Libya",https://orcid.org/0000-0002-2025-8645
2018,"Theodor Cojoianu","Early Career",CAROLINE,"University College Dublin","Sustainable Nation Ireland ","Geography & Physical Geography","Building Cleantech Finance and Innovation Ecosystems: From Asset Owners to Entrepreneurs",https://orcid.org/0000-0001-5559-6356
2019,"Alison Connolly","Early Career",CAROLINE,"National University of Ireland, Galway","Institute for Prevention and Occupational Medicine (IPA) of the German Social Accident Insurance Bochum (Germany )","Environmental Sciences","IMAGE – Ireland’s bioMonitoring Assessment of Glyphosate Exposures: An environmental assessment of exposures to glyphosate among the Irish population using a human biomonitoring sampling strategy.",
2019,"Cadhla McDonnell","Early Career",CAROLINE,"Trinity College Dublin","Cherish CLG t/a One Family (Ireland)","Mental health","Researching and promoting positive mental health and wellbeing among adults and children in one-parent families in Ireland",
2019,"Elaine Gallagher","Early Career",CAROLINE,"University of Limerick","Sustainable Water Network (Ireland)",Sociology,"Relationships on the river: Can social cohesion encourage flood adaptation strategies in the agricultural sector?",
2019,"Jennifer Arnold","Early Career",CAROLINE,"University College Cork","The Munster Literature Centre (Ireland)","Cultural Studies","Reading across Cultures: The Role of Translated Literature in Multicultural and Multilingual Communities",
2019,"Margaret Brehony","Early Career",CAROLINE,"University College Cork","Palacio Segundo Cabo (Cuba)","Digital Humanities","""Cuban-Irish Diasporas: Gender, Race and Ethnic Whitening Strategies"" - a Digital Humanities Initiative",
2019,"Nicholas Scroxton","Early Career",CAROLINE,"University College Dublin","Self Help Africa (Ireland)","Environmental Sciences","Constraining past moisture variability in sub-Saharan Africa to improve future projections and enhance resiliency under a changing climate",
2019,"Sarat Chandra Togarcheti","Early Career",CAROLINE,"Trinity College Dublin","Irish Bioeconomy Foundation (Ireland)","Plant sciences, Botany","Microalgae an Alternative Sustainable Source of Squalene",
2019,"Tommaso Natoli","Early Career",CAROLINE,"University College Cork","International Federation of Red Cross and Red Crescent Societies (Switzerland)",History,"Leave No One Behind: Developing Climate-Smart/Disaster Risk Management Laws that Protect People in Vulnerable Situations for a Comprehensive Implementation of the UN Agenda 2030",
2019,"Wine Tesseur","Early Career",CAROLINE,"Dublin City University","Goal (Ireland)","Civil Engineering","Translation as empowerment: translation as a contributor to human rights in the Global South",
2019,"Zhipeng Xiao","Early Career",CAROLINE,"University College Cork","CERN - European Organization for Nuclear Research (Switzerland)","Mathematics and Statistics","Long-term ageing tunnel structural behaviour at CERN and probabilistic risk assessment",
2014,"Simon Foley / Ken Brown","Principal Investigator-led",CHIST-ERA,"University College Cork",,"Artificial Intelligence and Image Processing","DYPOSYT - Dynamic Policies for Shared Cyber-Physical Infrastructures under Attack",
2016,"Jennifer Edmond","Principal Investigator-led",CHIST-ERA,"Trinity College Dublin",,"Digital Humanities","PROVIDEDH - PROgressive VIsual DEcision Making for Digital Humanities",
2017,"Horacio González-Vélez ","Principal Investigator-led",CHIST-ERA,"National College of Ireland",,"Computer Software","SPuMONI - Smart Pharmaceutical MaNufacturIng",
2017,"Nicola Marchetti","Principal Investigator-led",CHIST-ERA,"Trinity College Dublin",,"Electrical Engineering, Electronic Engineering, Information Engineering","FIREMAN - Framework for the Identification of Rare Events via MAchine learning and IoT Networks",
2018,"Barry Cardiff","Principal Investigator-led",CHIST-ERA,"University College Dublin",,"Electrical Engineering, Electronic Engineering, Information Engineering","JEDAI - Event Driven Artificial Intelligence Hardware for Biomedical Sensors",https://orcid.org/0000-0002-2695-7789
2018,"John Deepu","Principal Investigator-led",CHIST-ERA,"University College Dublin",,"Electrical Engineering, Electronic Engineering, Information Engineering","JEDAI - Event Driven Artificial Intelligence Hardware for Biomedical Sensors",https://orcid.org/0000-0003-0889-2368
2019,"Derek Bridge","Principal Investigator-led",CHIST-ERA,"University College Cork",,"Artificial Intelligence and Image Processing","iSEE - Intelligent Sharing of Explanation Experience by users for users",
2019,"Paula Carroll","Principal Investigator-led",CHIST-ERA,"University College Dublin",,"Electrical Engineering, Electronic Engineering, Information Engineering","SEC-OREA - Supporting Energy Communities - Operational Research and Energy Analytics",
2020,"Tomás Ward","Principal investigator-led",CHIST-ERA,"Dublin City University",,Computing,"BITSCOPE - Brain Integrated Tagging for Socially Curated Online Personalised Experiences",
2020,"Xingqi Zhang","Principal investigator-led",CHIST-ERA,"University College Dublin",,"Electrical Engineering, Electronic Engineering","SUNRISE - Sparse Ubiquitous Networks based on Reconfigurable Intelligent Surfaces",
2018,"Aileen O'Carroll","Principal Investigator-led","COALESCE Research Fund ","Maynooth University","Irish Human Rights and Equality Commission (IHREC)",Sociology,"“What works?” Sharing best practices in how civil society organisations use the internet in organising and building for socio-economic rights.",https://orcid.org/0000-0003-4386-109X
2018,"Ann Devitt","Principal Investigator-led","COALESCE Research Fund ","Trinity College Dublin",,Education,"Digital Family Literacy: an exploration of family literacy practices using digital technologies to support literacy",https://orcid.org/0000-0003-2263-1375
2018,"Anne Matthews","Principal Investigator-led","COALESCE Research Fund ","Dublin City University","Department of Foreign Affairs and Trade (DFAT)",Sociology,"Enhancing evidence-based infant feeding policy implementation in Malawi",https://orcid.org/0000-0002-3443-2763
2018,"Arlene Crampsie","Principal Investigator-led","COALESCE Research Fund ","University College Dublin",,History,"Irish Droughts: Environmental and Cultural Memories of a Neglected Hazard",https://orcid.org/0000-0002-0475-653X
2018,"Catherine Maunsell","Principal Investigator-led","COALESCE Research Fund ","Dublin City University","HSE Sexual Health Crisis Pregnancy Programme (SHCPP)",Education,"TEACH-RSE Teacher Professional Development and Relationships and Sexuality Education RSE: Realising Optimal Sexual Health and Wellbeing Across the Lifespan",https://orcid.org/0000-0002-9098-5047
2018,"Cian O'Callaghan","Principal Investigator-led","COALESCE Research Fund ","Trinity College Dublin",,"Geography & Physical Geography","Rethinking urban vacancy: Addressing the challenge of underutilised land through innovative policy solutions",https://orcid.org/0000-0002-9494-084X
2018,"Craig Bullock ","Principal Investigator-led","COALESCE Research Fund ","University College Dublin","National Parks & Wildlife Service (NWPS)","Biodiversity Conservation","A Financial Needs Assessment, Policy and Institutional Review, Finance and Resource Mobilisation Strategy for Biodiversity",https://orcid.org/0000-0002-8050-9290
2018,"Edward Lahiff","Principal Investigator-led","COALESCE Research Fund ","University College Cork","Department of Foreign Affairs and Trade (DFAT)","Equality Studies","Social inclusion of rural migrants in Hanoi City, Vietnam",https://orcid.org/0000-0001-9463-1425
2018,"Emer Mulligan","Principal Investigator-led","COALESCE Research Fund ","National University of Ireland, Galway",,"Business & Management","Strengthening Public Administration Institutions through Digital Technologies: Investigating Effective Adoption of Digital Technologies in Tax Administrations",https://orcid.org/0000-0002-0379-215X
2018,"James Hadley","Principal Investigator-led","COALESCE Research Fund ","Trinity College Dublin",,Languages,"QuantiQual: Quantifying the Qualities of Indirect Translations",https://orcid.org/0000-0001-6810-2351
2018,"Joseph Roche ","Principal Investigator-led","COALESCE Research Fund ","Trinity College Dublin","Geological Survey Ireland (GSI)",Education,"Assessing the educational impact of geoscience public engagement initiatives",https://orcid.org/0000-0002-9360-8503
2018,"Kieran McQuinn","Principal Investigator-led","COALESCE Research Fund ","Economic and Social Research Institute","Central Statistics Office (CSO)",Economics,"COALESCE Research Fund Strand 1B- Research addressing owner-occupied housing and private rental accommodation",https://orcid.org/0000-0002-2729-6046
2018,"Mac MacLachlan","Principal Investigator-led","COALESCE Research Fund ","Maynooth University","Department of Foreign Affairs and Trade (DFAT)",Psychology,"APPLICABLE: Assistive Product List Implementation Creating Enablement of inclusive SDGs.",https://orcid.org/0000-0003-1842-3020
2018,"Mary Clarke ","Principal Investigator-led","COALESCE Research Fund ","RCSI University of Medicine and Health Sciences",,Psychology,"ENVIRST – the development of a brief screening tool for the assessment of environmental risk factors in mental health and well-being",https://orcid.org/0000-0003-4084-4809
2018,"Mary Murphy","Principal Investigator-led","COALESCE Research Fund ","Maynooth University",,Sociology,"A Collaborative Approach to Public Employment Services (ACA-PES)",https://orcid.org/0000-0002-3319-5188
2018,"Niamh Moore-Cherry","Principal Investigator-led","COALESCE Research Fund ","University College Dublin",,"Geography & Physical Geography","Ireland in the Metropolitan Century",https://orcid.org/0000-0001-6980-8137
2018,"Pamela Gallagher","Principal Investigator-led","COALESCE Research Fund ","Dublin City University",,Psychology,"Designing for Enhanced Participation through Technology in Higher Education: The DEPTH Study",https://orcid.org/0000-0003-3660-0510
2018,"Patrick Wyse Jackson","Principal Investigator-led","COALESCE Research Fund ","Trinity College Dublin",,Geology,"Stonebuilt Ireland: a national inventory of building stone",https://orcid.org/0000-0001-9378-7188
2018,"Paul Hynds","Principal Investigator-led","COALESCE Research Fund ","Technological University Dublin",,"Environmental Sciences","EPIdemiology of Cryptosporidiosis and verotoxigenic E. coli iNfection: Timing, Rurality and population Equality (EPI-CENTRE)",https://orcid.org/0000-0003-2536-9026
2018,"Poul Holm","Principal Investigator-led","COALESCE Research Fund ","Trinity College Dublin",,History,"FOODSMARTCITY Dublin",https://orcid.org/0000-0002-1032-6106
2018,"Ruairi Brugha","Principal Investigator-led","COALESCE Research Fund ","RCSI University of Medicine and Health Sciences","Department of Foreign Affairs and Trade (DFAT)","Equality Studies","The AKAZI Project",https://orcid.org/0000-0002-5953-8871
2018,"Siobhan Mullally","Principal Investigator-led","COALESCE Research Fund ","National University of Ireland, Galway","Department of Foreign Affairs and Trade (DFAT)",Law,"Human Trafficking, Forced Migration and Gender Equality in Uganda",https://orcid.org/0000-0002-3617-7188
2018,"Su-Ming Khoo","Principal Investigator-led","COALESCE Research Fund ","National University of Ireland, Galway","Department of Foreign Affairs and Trade (DFAT)",Education,"B-CAUSE: Building Collaborative Approaches to University Strategies against Exclusion in Ireland and Africa: pedagogies for quality Higher Education and inclusive global citizenship",https://orcid.org/0000-0002-7324-5442
2018,"Tanya Ni Mhuirthile","Principal Investigator-led","COALESCE Research Fund ","Dublin City University",,Law,"Mapping the Lived Experience of Intersex/Variations of Sex Characteristics in Ireland: Contextualising Lay and Professional Knowledge to Enable Development of Appropriate Law and Policy",https://orcid.org/0000-0003-3483-0961
2018,"Thomas Strong","Principal Investigator-led","COALESCE Research Fund ","Maynooth University","HSE Sexual Health Crisis Pregnancy Programme (SHCPP)",Anthropology,"Culture and Sexual Risk: An Ethnographic Analysis of Gay Male ‘Sexual Worlds’ in Ireland Today",https://orcid.org/0000-0002-6565-8474
