"Projet.Code_Decision_ANR";"Projet.Date_debut";"Action.Edition";"Action.Titre.Francais";"Projet.Acronyme";"Projet.Titre.Francais";"Projet.Resume.Francais";"Projet.Aide_allouee"
"ANR-20-PCPA-0001";"2021-01-01";2020;"PCPA";"BE-CREATIVE";"Buil pEstuCide-free agRoecosystEms At TerrItory leVEl";"";2999999.0
"ANR-20-PAMR-0011";"2021-09-01";2020;"PAMR";"TherAEPI";"Thérapies épigénétiques pour esquiver la résistance";"";2685000.0
"ANR-20-PAMR-0010";"2021-06-01";2020;"PAMR";"Seq2DiAg";"Séquençage du génome entier et intelligence artificielle pour caratériser et diagnostiquer la résistance aux antibiotiques et la capacité d'échapper au traitement";"";2202773.0
"ANR-20-PAMR-0009";"2021-09-01";2020;"PAMR";"PHAG-ONE";"Development, production and clinical use of therapeutic phages to treat infections due to antibiotic resistant bacteria";"";2848500.0
"ANR-20-PAMR-0008";"2021-09-15";2020;"PAMR";"OrA-NEAT";"Development and evaluation of a customizable antibiotic stewardship program based on a comprehensive assesment of organizations and health professionals attitude, and tailored to French Nursing homes needs";"";1769202.0
"ANR-20-PAMR-0007";"2021-10-01";2020;"PAMR";"NASPEC";"Narrow spectrum antibiotics to fight the convergence of bacterial resistance";"";1984230.0
"ANR-20-PAMR-0006";"2021-11-01";2020;"PAMR";"NAILR";"Novel Anti-Infectives with Limited Resistance";"";2469000.0
"ANR-20-PAMR-0005";"2021-10-01";2020;"PAMR";"Mustart";"Multiparametric Strategies against Antibiotic Resistance in Tuberculosis";"";2400000.0
"ANR-20-PAMR-0004";"2021-05-01";2020;"PAMR";"microFluAAMR";"Characterization and high-throughput screening of bacterial communities in the soil: mechanisms of antibiotic resistance and discovery of new antibiotics";"";1977696.0
"ANR-20-PAMR-0003";"2021-09-01";2020;"PAMR";"DYASPEO";"Dynamics, AMR, spread, persistence, evolution, colonization, human, animal, environment";"";2391083.0
"ANR-20-PAMR-0002";"2021-09-01";2020;"PAMR";"DREAM";"Dynamique de la REsistance aux Antibiotiques dans le Microbiote intestinal humain: combinaison d'une cohorte informée sur nutrition à des études quantitatives sur un modèle in vitro d'intestin";"";2895000.0
"ANR-20-PAMR-0001";"2021-10-01";2020;"PAMR";"ANORUTI";"Analysis of NOn - Response to Antibiotics in VivO: application to Escherichia coli Urinary Tract Infections";"";1360221.0
"ANR-20-NCUN-0015";"2020-07-17";2020;"NCUN";"ONEPSLHYBRID";"Hybridation des formations de l'Université PSL";"";1300000.0
"ANR-20-NCUN-0014";"2020-07-17";2020;"NCUN";"HYCARE";"HYbrider, Construire et Accompagner la REussite";"";1500000.0
"ANR-20-NCUN-0013";"2020-07-17";2020;"NCUN";"Hy@CY";"Hybridation@CY";"";1500000.0
"ANR-20-NCUN-0012";"2020-07-24";2020;"NCUN";"PE FGL";"Plateforme de la Fédération Gay-Lussac";"";981000.0
"ANR-20-NCUN-0011";"2020-11-01";2020;"NCUN";"HyPE-13";"HYbrider et Partager les Enseignements";"";3000000.0
"ANR-20-NCUN-0010";"2020-09-01";2020;"NCUN";"Hybrid'UNe";"Hybridation des formations à l'Université de Nantes";"";1000000.0
"ANR-20-NCUN-0009";"2020-11-01";2020;"NCUN";"ET-LIOS";"Enseignement Technologie de LIcence Ouverts";"";2500000.0
"ANR-20-NCUN-0008";"2020-07-17";2020;"NCUN";"OCAM";"Open CAmpus des Mineures Littorales";"";861000.0
"ANR-20-NCUN-0007";"2020-09-01";2020;"NCUN";"RESSOURCES";"Réhabilitation et construction bio-géo-sourcées";"";2000000.0
"ANR-20-NCUN-0006";"2020-09-18";2020;"NCUN";"Need-U";"Nouvelle Expérience d'apprentissage et d'Enseignement";"";956000.0
"ANR-20-NCUN-0005";"2020-11-01";2020;"NCUN";"UHA++";"Université Hybride Agile";"";1500000.0
"ANR-20-NCUN-0004";"2020-09-14";2020;"NCUN";"DéPHy";"Développer des Pédagogies Hybrides et durables";"";1000000.0
"ANR-20-NCUN-0003";"2020-07-17";2020;"NCUN";"THEME";"Transition vers l'Hybridation En MiagE";"";1360000.0
"ANR-20-NCUN-0002";"2020-07-17";2020;"NCUN";"SAMI";"Système d'Activités Médiatisées et Immersives";"";899000.0
"ANR-20-NCUN-0001";"2020-10-15";2020;"NCUN";"HTTP";"Hybridation Technologique et Travaux Pratiques";"";1352000.0
"ANR-20-IDES-0011";"";2020;"IDES";"STAND-UP";"STratégie d'Accompagnement Novennal du Développement d'Université de Paris";"";0.0
"ANR-20-IDES-0010";"2020-09-01";2020;"IDES";"OPEN SU";"Ouverture et attractivité de Sorbonne Université";"";15000000.0
"ANR-20-IDES-0009";"2021-01-01";2020;"IDES";"ONE-PSL";"Pooling of support fonctions necessary for the PSL university's specefic model";"";13000000.0
"ANR-20-IDES-0008";"2021-10-01";2020;"IDES";"LUE-SIRIUS";"Lorraine Université d'Excellence - Stratégie d'Innovation pour le Renforcement des Interactions entre Université et Société";"";13900000.0
"ANR-20-IDES-0007";"";2020;"IDES";"INTEGRALE";"INTEGRALE - Une stratégie d'intégration au ervice d'une nouvelle communauté universitaire";"";0.0
"ANR-20-IDES-0006";"";2020;"IDES";"IDISITEBFC";"Intégration & Développement de l'Initiative pour le SITE Bourgogne Franche-Comté";"";0.0
"ANR-20-IDES-0005";"2021-01-01";2020;"IDES";"IDEES@UGA";"IDéES@UGA";"";17200000.0
"ANR-20-IDES-0004";"";2020;"IDES";"IDéES@CY";"IDéES@CY Initiative";"";0.0
"ANR-20-IDES-0003";"2020-06-22";2020;"IDES";"IDeAL";"Intégration et Développement à Aix-Marseille par la formation";"";19000000.0
"ANR-20-IDES-0002";"2021-01-01";2020;"IDES";"HISTOIRE";"Ressources Humaine, Internale, Développement Socio-économique, Territoire, Ouverture, NumérIque pour le REnouvellement";"";22000000.0
"ANR-20-IDES-0001";"2020-10-18";2020;"IDES";"ACT";"Une université Augmentée pour un Campus et un monde en Transition";"";17000000.0
"ANR-20-GURE-0016";"2020-11-01";2020;"GURE";"UNIVERSEH";"European University for Earth and Humanity";"";1431783.0
"ANR-20-GURE-0015";"2020-11-01";2020;"GURE";"UNITA Chambéry";"UNITA Universitas Montium";"";1131772.0
"ANR-20-GURE-0014";"2020-11-01";2020;"GURE";"UNITA Pau";"UNITA Universitas Montium";"";1084329.0
"ANR-20-GURE-0013";"2020-11-01";2020;"GURE";"Ulysseus";"Ulysseus";"";1017360.0
"ANR-20-GURE-0012";"2020-10-01";2020;"GURE";"Pro-Athena";"Support of the implementation of the ATHENA";"";749520.0
"ANR-20-GURE-0011";"2020-01-01";2020;"GURE";"EUt+";"European University of Technology";"";1016081.0
"ANR-20-GURE-0010";"2020-11-24";2020;"GURE";"EUROTEQ";"EuroTeQ Engineering University";"";718938.0
"ANR-20-GURE-0009";"2020-11-01";2020;"GURE";"EUniWell";"European University of Well - Being";"";503583.0
"ANR-20-GURE-0008";"2021-10-01";2020;"GURE";"EUNICE VITRAL";"European University for Customised Education";"";709479.0
"ANR-20-GURE-0007";"2020-11-01";2020;"GURE";"ERUA";"European Reform University Alliance";"";1368360.0
"ANR-20-GURE-0006";"2020-11-01";2020;"GURE";"ENLIGHT";"European University Nework to promote Equitable Quality of Life, Sustainability, and Global Engagement through Higher Education Transformation";"";865185.0
"ANR-20-GURE-0005";"2020-11-01";2020;"GURE";"ENGAGE";"The European University engaged in social change";"";687862.0
"ANR-20-GURE-0004";"2021-06-01";2020;"GURE";"ONE-PSL-EELISA";"European Engineering Learning innovation and Science Alliance";"";385560.0
"ANR-20-GURE-0003";"2020-11-01";2020;"GURE";"EELISA";"European Engineering Learning innovation and Science Alliance";"";211140.0
"ANR-20-GURE-0002";"2019-10-01";2020;"GURE";"EC2U";"European Campus of City - Universities";"";1058767.0
"ANR-20-GURE-0001";"2020-07-09";2020;"GURE";"CIRCLE-U";"Circle U. European University";"";554580.0
"ANR-20-FTAP-0002";"2021-01-01";2020;"FTAP";"SHIFT";"Licence Staps Hybride Interuniversitaire Flexible Tutorée";"";2251000.0
"ANR-20-FTAP-0001";"2021-01-01";2020;"FTAP";"FORMAFLEX";"La formation par la flexibilisation";"";841320.0
"ANR-20-F2II-0006";"2020-10-01";2020;"F2II";"CPV";"CPV: Translational Vector Co re ou Centre de production de vecteurs";"";75000.0
"ANR-20-F2II-0005";"2020-10-01";2020;"F2II";"TIBH";"TIBH: Toulouse Industrial Biotechnology for Health";"";150000.0
"ANR-20-F2II-0004";"2020-10-01";2020;"F2II";"MTInov";"MTInov: Développement pré-chimique de procédés de culture en bioréacteurs et transfert du procédé de production en conditions de grade clinique";"";187500.0
"ANR-20-F2II-0003";"2020-10-01";2020;"F2II";"MEARY";"Centre MEARY de Thérapie Cellulaire et Génique de l'Assistance Publique-Hôpitaux de Paris (AP-HP)";"";75000.0
"ANR-20-F2II-0002";"2020-10-01";2020;"F2II";"PF innovation en biothérapie cellulaire de l'EFS";"EFS BFC: Plateforme d'Innovation en Biothérapie de l'EFS Bourgogne Franche Comté";"";75000.0
"ANR-20-F2II-0001";"2020-10-01";2020;"F2II";"MAGENTA";"Manufacturing Cell and Gene Therapy Advances";"";75000.0
"ANR-20-EQPX-0001";"2020-09-11";2020;"EQPX";"PolarPod";"PolarPod";"";22000000.0
"ANR-20-COHO-0002";"2020-09-01";2020;"COHO";"RADICO France Cohortes";"RADICO France Cohortes";"";3200000.0
"ANR-20-COHO-0001";"2020-04-01";2020;"COHO";"E4N SAPRI-SERO";"Santé, perception, pratiques, relations et inégalités sociales en population générale pendant la crise COVID-19 - Sérologie";"";2100000.0
"ANR-19-STHP-0006";"2020-03-01";2019;"STHP";"TEAM-sports";"Group dynamics in team sports: study of identity processes and their influence on performance";"";1208564.0
"ANR-19-STHP-0005";"2020-02-01";2019;"STHP";"PARAPERF";"Optimizing Paralympic performance: from detection to medal-winning";"";2210000.0
"ANR-19-STHP-0004";"2020-02-13";2019;"STHP";"NePTUNE (STHP)";"Natation et Paranatation: Tous Unis pour Nos Etoiles";"";1560000.0
"ANR-19-STHP-0003";"2020-01-30";2019;"STHP";"FULGUR";"vers une planiFication individUalisée de La charGe d'entraînement adaptée aux priorités mUsculaires pour Réduire l'incidence des blessures en sprint";"";1890906.0
"ANR-19-STHP-0002";"2020-03-01";2019;"STHP";"C_to_OR Du Carbone à l'Or Olympique";"From carbon to Olympic gold";"";1679314.0
"ANR-19-STHP-0001";"2020-06-01";2019;"STHP";"D-Day";"Being in shape the D-day. Strategies for planning training load and recovery methods";"";1375765.0
"ANR-19-P3IA-0004";"2019-09-01";2019;"P3IA";"ANITI";"Artificial and Natural Intelligence Toulouse Institute";"";18000000.0
"ANR-19-P3IA-0003";"2019-09-01";2019;"P3IA";"MIAI";"MIAI @ Grenoble Alpes";"";19000000.0
"ANR-19-P3IA-0002";"2019-09-01";2019;"P3IA";"3IA@cote d'azur";"3IA Côte d'Azur";"";16000000.0
"ANR-19-P3IA-0001";"2019-09-01";2019;"P3IA";"PRAIRIE";"PaRis Artificial Intelligence Research InstitutE";"";21500000.0
"ANR-19-MPGA-0012";"2019-12-01";2019;"MPGA";"TAD";"Tropical Atlantic Deoxygenation: gateway dynamics, feedback mechanisms and ecosystem impacts";"";499999.0
"ANR-19-MPGA-0011";"";2019;"MPGA";"PALMS";"The evolution of stress tolerance in palms: a comparative phenomic and genomic approach";"";0.0
"ANR-19-MPGA-0010";"2020-04-01";2019;"MPGA";"WAYS-OUT";"Governing destabilisation pathWAYS and Phase-OUT: Pluralising knowledge in support of deliberate low-carbon transitions governance ans strategies";"";481691.0
"ANR-19-MPGA-0009";"2020-02-01";2019;"MPGA";"PORTAL";"Pathways for Transformation in the Alps";"";500001.0
"ANR-19-MPGA-0008";"2020-01-06";2019;"MPGA";"PRATO";"Achieving the Paris Agreement Temperature Targets after Overshoot";"";438765.0
"ANR-19-MPGA-0007";"2020-07-01";2019;"MPGA";"GYPTIS";"GeodYnamic PerTubations of clImate Signals";"";750514.0
"ANR-19-MPGA-0006";"2019-11-04";2019;"MPGA";"ECS";"Hybrid systems combining perovskite solar cells and supercapacitors based on coconuts activated carbon for Energy Conversion-Storage devices";"";540000.0
"ANR-19-MPGA-0005";"2019-09-01";2019;"MPGA";"WebClim";"Influence of web platform practives and algorithmic decisions on public access to climate information";"";499986.0
"ANR-19-MPGA-0004";"2019-10-15";2019;"MPGA";"Rapid Evol";"Rapid Evolutionary Responses to Global Transformations in Salinity &amp; Temperature";"";732899.0
"ANR-19-MPGA-0003";"2019-08-01";2019;"MPGA";"PRACCATAL";"Multi-Catalyst Systems for Energy-Efficient Chemical Synthesis";"";749196.0
"ANR-19-MPGA-0002";"";2019;"MPGA";"IG-CFR";"Integrated Governance of Climate and Financial Risks";"";0.0
"ANR-19-MPGA-0001";"2020-09-01";2019;"MPGA";"HOTCLIM";"Characterisation &amp; Dynamics of Past Warm Climates";"";499431.0
"ANR-19-GURE-0020";"2019-07-19";2019;"GURE";"PRO-ATHENA (soutien)";"Preaparation and support of the ATHENA European University";"";60000.0
"ANR-19-GURE-0019";"2019-10-01";2019;"GURE";"EC2U (soutien)";"European Campus of City-Universities";"";400000.0
"ANR-19-GURE-0018";"2020-01-01";2019;"GURE";"EUt+ (soutien)";"European University of technology";"";210072.38
"ANR-19-GURE-0017";"2019-09-15";2019;"GURE";"INCLUSU";"INCLUSIVENESS IN/FOR THE EUROPEAN UNION THROUGH A EUROPEAN UNIVERSITY";"";400000.0
"ANR-19-GURE-0016";"2020-02-15";2019;"GURE";"UNA Europa";"UNA Europa";"";500000.0
"ANR-19-GURE-0015";"2019-11-01";2019;"GURE";"UNITE";"University Network for Innovation, Technology and Engeneering";"";590000.0
"ANR-19-GURE-0014";"2019-12-01";2019;"GURE";"EUTOPIA";"European Universities Transforming to an Open Inclusive Academy for 2050";"";1060000.0
"ANR-19-GURE-0013";"2019-11-01";2019;"GURE";"ARQUS";"Projet Erasmus+ de l'Université Européenne";"";690000.0
"ANR-19-GURE-0012";"2019-12-01";2019;"GURE";"CIVIS";"CIVIS a European Civic University";"";1240000.0
"ANR-19-GURE-0011";"2020-01-01";2019;"GURE";"CIVICA";"CIVICA - The European University of Social Sciences";"";1830000.0
"ANR-19-GURE-0010";"2019-11-01";2019;"GURE";"EPICUR Mulhouse";"European Partnership for an Innovative Campus Unifying Regions";"";480000.0
"ANR-19-GURE-0009";"2019-11-01";2019;"GURE";"EPICUR";"European Partnership for an Innovative Campus Unifying Regions";"";1010000.0
"ANR-19-GURE-0008";"2019-11-01";2019;"GURE";"4EU+";"The 4EU+ Alliance";"";1080000.0
"ANR-19-GURE-0007";"2019-09-01";2019;"GURE";"CONNEXUS";"European University for Smart Urban Coastal Sustainability";"";1520000.0
"ANR-19-GURE-0006";"2019-10-01";2019;"GURE";"EUGLOH";"European University Alliance for Global Health";"";1390000.0
"ANR-19-GURE-0005";"2019-12-01";2019;"GURE";"FORTHEM";"Fostering Outreach with European Regions, Transnational Higher Education and Mobility";"";730000.0
"ANR-19-GURE-0004";"2019-07-19";2019;"GURE";"CHARMEU";"CHallenge-driven, Accessible, Research-based and Mobile European University";"";570000.0
"ANR-19-GURE-0003";"2020-01-01";2019;"GURE";"EDUC Rennes";"European Digital UniverCity";"";1010000.0
"ANR-19-GURE-0002";"2020-01-01";2019;"GURE";"EDUC";"European Digital UniverCity";"";1260000.0
"ANR-19-GURE-0001";"2019-10-01";2019;"GURE";"SEA-EU";"The European University of the Seas";"";710000.0
"ANR-19-COHO-0002";"2020-01-01";2019;"COHO";"Hepather (COHORTES)";"Therapeutic options for hepatitis B and/or C: a French nationwide cohort study";"";1500000.0
"ANR-19-COHO-0001";"2020-01-01";2019;"COHO";"RE-CO-NAI (COHORTES)";"Resarch platform on cohorts of children followed from birth";"";2700000.0
"ANR-18-RHUS-0015";"2019-11-01";2018;"RHUS";"Innov-CKD";"Innovative tests to customize antiplatelet therapy in chronic kidney disease with acute coronary syndrome";"";5084421.0
"ANR-18-RHUS-0014";"2020-01-01";2018;"RHUS";"PSYCARE";"Preventing psychosis through personalized care";"";8797878.0
"ANR-18-RHUS-0013";"2019-12-01";2018;"RHUS";"IDBIORIV";"Concomitant Identification, AntiBIOtic ResIstance and Virulence evaluation of bacterial pathogens with targeted mass spectrometry";"";5719814.0
"ANR-18-RHUS-0012";"2019-12-01";2018;"RHUS";"BETPSY";"Biomarkers in autoimmune EncephaliTis and Paraneoplastic neurological SYndromes";"";7381509.0
"ANR-18-RHUS-0011";"2019-09-01";2018;"RHUS";"SUCCESS";"Synergy for a Universal Skin Substitute";"";6426717.0
"ANR-18-RHUS-0010";"2020-01-01";2018;"RHUS";"ATRACTION";"Autoimmunity/inflammation Through Rnaseq Analysis at the single Cell level for Therapeutic Innovation";"";9939535.0
"ANR-18-RHUS-0009";"2019-08-19";2018;"RHUS";"DEPGYN";"Clinical proof of concept of dependence receptor targeting in gynecological Oncology";"";6624906.0
"ANR-18-RHUS-0008";"2020-02-24";2018;"RHUS";"EVIRED";"Evaluation intelligente de la rétinopathie diabétique";"";9016888.0
"ANR-18-RHUS-0007";"2020-01-01";2018;"RHUS";"AUDINNOVE";"Treating congenital hearing impairment";"";9740615.0
"ANR-18-RHUS-0006";"2020-01-01";2018;"RHUS";"DESTINATION 2024";"Detection, assessment ant treatment of chronic thromboembolic pulmonary hypertension";"";5053595.0
"ANR-18-RHUS-0005";"2019-12-01";2018;"RHUS";"COSY";"Cure Overgrowth Syndromes";"";9423907.0
"ANR-18-RHUS-0004";"2020-02-25";2018;"RHUS";"RECORDS";"Rapid rEcognition of CS sensitive or resistant Sepsis";"";9919695.0
"ANR-18-RHUS-0003";"2019-11-01";2018;"RHUS";"IRIS";"Innovative gene therapy breakthroughs in inherited immune disorders of the hematopoietic system";"";7000000.0
"ANR-18-RHUS-0002";"2019-12-01";2018;"RHUS";"SHIVA";"Stopping cognitive decline and dementia by fighting covert cerebral small vessel disease";"";8211379.0
"ANR-18-RHUS-0001";"2020-02-01";2018;"RHUS";"BOOSTER";"Brain clOt persOnalized therapeutic Strategies for sTroke Emergent Reperfusion";"";9871428.0
"ANR-18-NUDD-0001";"2019-01-01";2018;"NUDD";"Réacteur Jules Horowitz";"Achèvement de la construction du réacteur Jules Horowitz";"";599000000.0
"ANR-18-NCUN-0032";"2019-01-01";2018;"NCUN";"PaRM";"Parcours de Réussite Modulaire";"";8000000.0
"ANR-18-NCUN-0031";"2019-03-01";2018;"NCUN";"MISTRAL";"Mission de Transformation des Licences";"";6000000.0
"ANR-18-NCUN-0030";"2018-11-12";2018;"NCUN";"LCER";"Licence Compétences en Réseau";"";12500000.0
"ANR-18-NCUN-0029";"2019-03-01";2018;"NCUN";"INGEPLUS";"Projet IngéPLUS d'ouverture sociale des écoles d'ingénieurs par la diversification des cursus";"";3500000.0
"ANR-18-NCUN-0028";"2018-11-22";2018;"NCUN";"HESAM 2030";"Construisons nos métiers";"";9600000.0
"ANR-18-NCUN-0027";"2019-03-15";2018;"NCUN";"FORM'UL";"Formations en vue de l'Orientation et de la Réussite aMéliorée à l'Université de Limoges";"";7800000.0
"ANR-18-NCUN-0026";"2019-02-01";2018;"NCUN";"ELANS";"pErsonnaliser Les pArcours à l'uNiverSité";"";9497569.0
"ANR-18-NCUN-0025";"2018-10-01";2018;"NCUN";"NEXUS";"Réussir en licence avec les Humanités numériques";"";7000000.0
"ANR-18-NCUN-0024";"2019-04-01";2018;"NCUN";"CAPACITE (NCU)";"Cursus Adapté au Projet d'Avenir, aux Centres d'Intérêts et à la personnaliTé de l'Etudiant";"";7900000.0
"ANR-18-NCUN-0022";"2018-11-01";2018;"NCUN";"TREC";"Trajectoires Réussite pour les Etudiants en Calédonie";"";6000000.0
"ANR-18-NCUN-0021";"2019-01-01";2018;"NCUN";"REUSSITES";"Réussites plurielles";"";14000000.0
"ANR-18-NCUN-0020";"2018-11-02";2018;"NCUN";"PULSE";"Parcours Universitaire en Licence au Service des Etudiants";"";10200000.0
"ANR-18-NCUN-0019";"2018-10-01";2018;"NCUN";"PRELUDE";"Parcours REussite Licence univ à Dév Expérientiel";"";12000000.0
"ANR-18-NCUN-0018";"2019-01-01";2018;"NCUN";"@SPIRE";"Accompagnement, Spécialision Progressive et Individualisation pour la Réussite de tous les Etudiants";"";11000000.0
"ANR-18-NCUN-0005";"2018-10-15";2018;"NCUN";"CURSUS+";"CURSUS+";"";14500000.0
"ANR-18-NCUN-0004";"2019-01-21";2018;"NCUN";"D.CLIC";"Une licence pour chacun, la réussite pour tous";"";8100000.0
"ANR-18-NCUN-0003";"2019-01-01";2018;"NCUN";"DREAM-U";"Dessine ton paRcours vers la Réussite à Aix-Marseille Université";"";10400000.0
"ANR-18-NCUN-0002";"2019-01-01";2018;"NCUN";"NEPTUNE";"Nouvelles Etudes pour Tous à l'Université de Nantes";"";9700000.0
"ANR-18-NCUN-0001";"2019-01-02";2018;"NCUN";"INCLUDE";"INventer les Cursus de Licence pour l'Université de DEmain";"";8200000.0
