"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"447","Department of Scientific and Industrial Research","Development of counter irritant against contact dermatitis among cashew nut women workers - A preventive economic skin formulations for occupational health hazard","K. Jayaprakash"," ","49, Kotteswara Nagar",190000,18,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_10"
"448","Department of Scientific and Industrial Research","Design & development of brake pad by using natural fibre composites and their behaviour","M. Arunkumar"," ","53/141, Thiruvalluvar Salai, West Street, Pothanur Post, Paramethi Velur",155000,12,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_11"
"449","Department of Scientific and Industrial Research","Fully automated dry fruit slicer","S.J. Gupta"," ","C-5/2, MIDC, Khamgaon",1000000,10,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_12"
"450","Department of Scientific and Industrial Research","LED lantern with selectable beam pattern for PAYG","P. Sridhar"," ","Flat No. 101, 2nd Floor, Bhadram Green Home, Satyam Heights, Ranga Reddy District, Bachupally",1500000,9,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_13"
"451","Department of Scientific and Industrial Research","Formulation & development of Keratinase treated feather waste based organic manure","V.V. Lakshmi"," ","Flat No. 301, Viswa Sai Residence, Maruthi Nagar",1500000,24,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_14"
"452","Department of Scientific and Industrial Research","Vision aid electronic wand","S.R. Manthripragada"," ","D.No. 16-2p-19, Official Colony, Maharanipet",95000,4,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_1"
"453","Department of Scientific and Industrial Research","Development & testing of vacuum insulated panels for high temperature storage","A.N. Desai"," ","55, Suruchy Society, Near Jamnanagar, Dhoddod Road",187000,10,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_2"
"454","Department of Scientific and Industrial Research","Design & development of a tractor operated vegetable transplanter for plug-type seedling","A.T. Khadatkar"," ","Room No. 5, Ph. D Hostel, CTAE",335000,10,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_3"
"455","Department of Scientific and Industrial Research","Automatic window washer & dryer machine for high rise building","R. Kaundal"," ","Flat No. 301, 'A' Wing, Shree Apartment, Agroli Village, Sector 29, CBD Belapur",835000,15,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_4"
"456","Department of Scientific and Industrial Research","Artificial human-skin as an alternative animal model for drug & cosmetic testing","R.C. Dutta"," ","12-5-149/16-2, Vijayapuri Colony, Behind Axis Bank Tarnaka",1807000,18,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_5"
"457","Department of Scientific and Industrial Research","Retrofitted kit for disabled persons","B. Verghese"," ","Purayodatjo (H), Venkurinji, P.O. Mukkottuthara,Kottayam",960000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_6"
"458","Department of Scientific and Industrial Research","A novel filteration system for water containing paper fibres & filer materials to achieve filtered water containing less than twenty ppm suspended solids","A.G. Kelkar"," ","305, Padma Prabha Heights, Karve Nagar",2000000,8,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_7"
"459","Department of Scientific and Industrial Research","Development of seed cum manure drill for raw crop cultivation","S.L. Rathod","College of Technology & Engineering","Room No. 2,  Ph.D. Hostel, CTAE",217000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_8"
"460","Department of Scientific and Industrial Research","Wave energy converter","D. Chabdrasekhar"," ","A-3, Western Manor, 2nd Cross, Athmananda Colony",870000,9,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_9"
"461","Department of Scientific and Industrial Research","Light weight portable folding stool","S. Bhawadwah"," ","D-83, Ranjeet Nagar",636000,6,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_10"
"462","Department of Scientific and Industrial Research","Conversion of vegetable/fruit maket/kitchen/eating house waste into organic manure & bio-gas","A.B. Marathe","H.V.P.M.'s College of Engineering & Technology"," ",1180000,14,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_11"
"463","Department of Scientific and Industrial Research","Development of a new generation of nematicides, cocktails to effectively target the plant parasitic pathogen, the root knot nematode Meloidogyne incognita","V. Polineni"," ","Plot No. 27, SY. No. 1139, Bloomadale  Villas, Shamirpet, Medchal District",876000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_12"
"464","Department of Scientific and Industrial Research","Development of a novel animal free reagent based prototype blood test kit for early heart attach diagnosis","S.L. Ghosh"," ","B 2-10, Harmoney Society, Nagras Road, Aundh",2000000,20,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_13"
"465","Department of Scientific and Industrial Research","Banned Ivorty - Its 'Replacement'","J. Pal"," ","Kalna Kalinagarpara, P.O. Kalna",200000,6,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_14"
"466","Department of Scientific and Industrial Research","Real time 3D scanner based psycho-physical rehabilitation","E.A. George"," ","Paradise Villa, 230, Mather Nagar, Ernakulam",1400000,14,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_15"
"467","Department of Scientific and Industrial Research","Heat pipe based window mounted solar water heater for domestic apartments","S.Y. Parlikar"," ","Prabha Apartments, Flat No.6, Plot No. 366, Sector No. 27A, PCNT",700000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_16"
"468","Department of Scientific and Industrial Research","Design & development of compact, low-cost paper carry bag marking machine","E. Sadasivan","Indian Institute of Technology (Kanpur)","236, RA Hostel",1000000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_17"
"469","Department of Scientific and Industrial Research","Automated universal perfect spherical shape making machine for eatables","J. Bhardwaj"," ","Qtr. No 34, Phase II, Gitanjali City, Sarkanda",1750000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_18"
"470","Department of Scientific and Industrial Research","GAIT analysis based patient specific prosthetic polycentric knee joint & socket for transfemoral amputees to improve their walking pattern","S. Kanagaraj","Indian Institute of Technology (Guwahati)","E-91",2000000,24,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_19"
"471","Department of Scientific and Industrial Research","A next generation home applicance that automatically makes rotis & other flatbreads all by using wide varieties of flour","V. Singh"," ","Flat No. 3, 1st Floor, B Block, 10A Vinayaga Apartments, Gandhi Road, Velachery",1300000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_20"
"472","Department of Scientific and Industrial Research","Non-Electric Manually Operated Washing machine(NEMOW)","S. Ramani"," ","1/S2, Thendral Apartment, 3rd Seaward Road, Valmiki Nagar, Thiruvanmiyur",300000,6,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_21"
"473","Department of Scientific and Industrial Research","Digital paper infrastructure for a secured certificate with authentication & tracking","T. Goswamy"," ","House No. 58, Naowjan Road, Uzan Bazar",1800000,18,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_22"
"474","Department of Scientific and Industrial Research","Effective & preventive prosthesis for treatment of multiple neck ailments","S. Chatterjee"," ","S/O Ajoy Chatterjee, Villate: Ram Para, Near Siddheswati Kali Mandir, P.O. Kalla Central Hospital, P.S. Asansol (North)",750000,18,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_23"
"475","Department of Scientific and Industrial Research","Green diesel production from waste cooking oil by green technology","R. Selvaraj"," ","883, Eduparairi Arpakkam Village, Mangalam Post",123000,12,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_24"
"476","Department of Scientific and Industrial Research","Cost-effective 3G/4G based multimedia video conferencing service","A. Chakraborty","Intellisys Technologies & Research Private Limited","B -09, Elgin Chambers, 1A, Ashutosh Mukherjee Road",25150000,24,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_25"
"477","Department of Scientific and Industrial Research","Cold plasma based technology development for green ammonia/urea production","B. Pandey","Nagarjuna Fertilizers & Chemicals Limited","Nagarjuna Hills, Punjagutta",50000000,24,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_26"
"478","Department of Scientific and Industrial Research","Development of Controller Release (CR) formulation of natural highly-purified human Chorionic Gonadotropin (hCG)","A.V. Sharma","Sanzyme Private Limited","Department of Regulatory Affairs & R&D, Plot No. 13, Sagar Society,  Road No. 2, Banjara Hills",10474000,36,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_27"
"479","Department of Scientific and Industrial Research","Design & fabrication of an aerodynamic lens for nanoparticles of variable size","V. Sharma","Indian Institute of Technology (Hyderabad)","Department of Physics, 11th Main Road, Near NH 65, Kandi",2560000,36,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_28"
"480","Department of Scientific and Industrial Research","Development of an innovative process to fabricate ultrafine grained by metallic thin sheets for microforming applications","S.K. Panigrahi","Indian Institute of Technology (Madras)","Sardar Patel Road, Opposite to CLRI, Adyar",8346000,36,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_29"
"481","Department of Scientific and Industrial Research","Continuous discharge measurement in small open channels by using ultrasonic tomography","S. Tripathi","Indian Institute of Technology (Kanpur)","Department of Civil Engineering, Kalyanpur",5784000,36,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_30"
"482","Department of Scientific and Industrial Research","Low cost additive manufacturing technique for fabricating through-substrate vias based three dimensional structues used in MEMS applications","P. Dixit","Indian Institute of Technology (Bombay)","Department of Mechanical Enginering, Manin Gate Road, Powai",7269000,36,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_31"
"483","Department of Scientific and Industrial Research","Farbication & evaluation of atomic force microscope brobes with detachable & re-useable tips","G.R. Jayanth","Indian Institute of Science","Department of Instrumentation & Applied Physics, C.V. Raman Avenue",1807500,36,"2016-17","DSIR","Indian Rupees","Months","DSIR_2016-17_32"
"484","Department of Scientific and Industrial Research","Next Generation Data Processor Unit (NGDPU)","A.K. Jain","Rajasthan Electronics & Instruments Limited (REIL)"," ",4000000,20,"2018-19","DSIR","Indian Rupees","Months","DSIR_2018-19_1"
"485","Department of Scientific and Industrial Research","Development & standardization of manufacturing process of large scale production of secondary metabolites from cellulose or vascular cambial explants of selected woody plants species","S. Kumar","Sami Labs Limited"," ",15000000,36,"2018-19","DSIR","Indian Rupees","Months","DSIR_2018-19_2"
