NOMBRE DEL SUJETO DE APOYO ,NOMBRE DEL PROYECTO,SECTOR,MONTO 
BIOMATERIALES INTEGRA DE CD JUAREZ S DE RL DE CV,DESARROLLO DE UN PROTOTIPO PARA LA PRODUCCION INDUSTRIAL DE UN PRODUCTO BIOMEDICO,BIOTECNOLOGÍA," 2,520,250 "
INDUSTRIA DE MUEBLES ALTAVISTA S DE RL DE CV ,DISENO Y PROTOTIPO DE PLANTA PILOTO PARA LA LINEA DE PROCESOS DE ACABADO (FINISHING) SIN EMISIONES CONTAMINANTES PARA LA INDUSTRIA DEL MUEBLE,QUÍMICA," 5,697,000 "
KIDSKAN SA DE CV ,DESARROLLO DE PRODUCTOS INNOVADORES DE CONFITERIA MEXICANA CON BAJO INDICE GLUCEMICO,ALIMENTOS," 2,369,754 "
INCUBASOFT SA DE CV ,PROTOTIPO DE LA PLATAFORMA MOVIL DE CERTIFICACION DE COMPETENCIAS Y HABILIDADES PROFESIONALES.,TECNOLOGÍAS DE LA INFORMACIÓN," 1,403,849 "
WAS GROUP S DE RL DE CV ,"DESARROLLO DE INNOVADOR PROTOTIPO DE CAMPAMENTO MODULAR MOVIL DE RAPIDO DESPLIEGUE, PATENTABLE",METALMECÁNICA," 5,188,516 "
ARGUS TECNOLOGIAS SA DE CV ,"CONTINUACION 212882, DESARROLLO DE UNA INNOVADORA PLATAFORMA MODULAR CUSTOMIZABLE PARA LA CREACION DE SOLUCIONES A LA MEDIDA DE TELEMETRIA ALINEADAS AL INTERNET DE LAS COSAS",TECNOLOGÍAS DE LA INFORMACIÓN," 1,490,233 "
ARGUS TECNOLOGIAS SA DE CV ,"CONT.179113/212882, DESARROLLO DE PLATAFORMA INTEGRAL DE SERVICIO DE MONITOREO, RECUPERACION Y LOCALIZACION VEHICULAR PARA USUARIOS PARTICULARES Y SERVICIOS COMPLEMENTARIOS DE GESTION",TECNOLOGÍAS DE LA INFORMACIÓN," 1,528,558 "
MATERIALES Y SUMINISTRO AIXA SA DE CV ,"DISENO, ESTABILIZACION Y CONSERVACION DE FORMULA NUTRASEUTICA A BASE DE ALGA CHLORELLA.",ALIMENTOS," 1,755,000 "
TECNOLOGIA DE CALIDAD SA DE CV,"MODELO EXPORTADOR DE CULTIVOS CON TECNOLOGIAS FRONTERA EN INOCUIDAD, AGUA, RIEGO, AGRO Y EMBALAJE",AGROINDUSTRIAL," 8,499,656 "
PRO MDF SAPI DE CV,DESARROLLO DE TECNOLOGIAS DE CURADO DE RESINAS Y PRENSA CONTINUA EN CALIENTE PARA NUEVOS PANELES DE FIBRA DE MEDIA DENSIDAD A BASE DE EUCALIPTO,MAQUINARIA INDUSTRIAL," 10,918,940 "
HERROZINC SA DE CV ,DISENO Y FABRICACION DE EQUIPOS PROTOTIPO COMPLEMENTARIOS PARA LA INTEGRACION DE PLANTA PILOTO TECNIFICADA DE PREFABRICADOS DE CONCRETO REFORZADO,CONSTRUCCIÓN," 2,832,058 "
VERSTAND TECNOLOGIAS SA DE CV,AGRICULTURA DE PRECISION POR ANALISIS MULTIESPECTRAL UTILIZANDO VEHICULOS AEREOS NO TRIPULADOS,AGROINDUSTRIAL," 2,994,500 "
LANIX MED GLOBAL SA DE CV ,LINEA DE PRODUCCION PILOTO Y LABORATORIO DE PRUEBAS PARA CATETER INTRAVENOSO CON VALVULA DE SEGURIDAD,SALUD," 5,681,320 "
CODE INGENIERIA SA DE CV,MODELO DE ATENCION CON SERVICIOS MEDICOS A DISTANCIAS (MASEMED),SALUD," 11,670,376 "
TAMALES EMPORIO MEXICO SA DE CV,DESARROLLO E IMPLEMENTACION DE NUEVAS TECNOLOGIAS PARA PRODUCCION DE TAMALES BAJO NORMAS Y ESPECIFICACIONES INTERNACIONALES,ALIMENTOS," 5,078,917 "
COMERCIALIZADORA DE PRODUCTOS DE TRANSFORMACION ECOLOGICA SA DE CV,NUEVO PROCESO DE PRODUCCION DE ETANOL 2G MEDIANTE EL APROVECHAMIENTO DEL BAGAZO DE AGAVE TEQUILANA.,BIOTECNOLOGÍA," 2,767,500 "
PRODUCTOS MEDIX SA DE CV ,INVESTIGACION CLINICA APLICADA -FACTORES DETERMINANTES QUE MODIFICAN LA RESPUESTA AL TRATAMIENTO ANTIOBESIDAD EN POBLACION MEXICANA-,FARMACÉUTICA," 19,917,874 "
DINA CAMIONES SA DE CV ,DISENO Y DESARROLLO DE UN PROTOTIPO DE AUTOBUS SHUTTLE BUS. SEGUNDA ETAPA,AUTOMOTRIZ," 10,444,407 "
HEMOST SA DE CV,"CONSTRUCCION Y ESTABLECIMIENTO DE UN CENTRO DE DISENO Y DESARROLLO DE IMPLANTES Y PROTESIS ORTOPEDICAS (ETAPA 1: SISTEMA PARA LA ARTROPLASTIA TOTAL DE RODILLA, ATR)",METALMECÁNICA," 9,919,811 "
ITP INGENIERIA Y FABRICACION SA DE CV ,DISENO Y FABRICACION DE ESTRUCTURA RADIAL PARA MOTOR TURBORREACTOR.,AEROESPACIAL," 6,222,607 "
WAS GROUP S DE RL DE CV ,INNOVADOR PROTOTIPO DE REFUGIO TEMPORAL PARA EL RESGUARDO DE PERSONAS EN SITUACION DE MERGENCIA,METALMECÁNICA," 6,501,322 "
REACH INNOVATION SA DE CV ,"COMBINACION DE CONCENTRADOR PARABOLICO CILINDRICO CON PANELES FOTOVOLTAICOS PARA GENERACION DE ENERGIA TERMICA, ELECTRICA Y DE REFRIGERACION.",ENERGÍA," 868,250 "
TECNO PROCESOS ABERI SA DE CV ,SISTEMA MULTIPLICADOR DE HERRAMENTALES CON APLICACION DE FORMADO DE METALES O MOLDES DE INYECCION (FLEXI-TOOLS),METALMECÁNICA," 7,742,758 "
INDUSTRIAS VANDERDROID SAPI DE CV,VALIDACION DE MANUFACTURA Y DE RENDIMIENTO EN CAMPO DEL SISTEMA VANDERDROID,ENERGÍA," 3,831,200 "
TANTTA FRUTA SA DE CV,USO DE NANOTUBOS DE CARBONO CON PLATA PARA CONTROL BIOLOGICO EN LA ELABORACION DE PURE DE MANGO,ALIMENTOS," 7,812,500 "
DEVEST DENTAL GROUP S DE RL DE CV ,"DESARROLLO DE SCANNER CON CREACION PARALELA DE PLATAFORMA DE SOFTWARE PARA CAPTURA, DISENO Y ESCANEO INTRABUCAL CON TECNOLOGIA 3D PARA APLICACIONES ODONTOLOGICAS",INSTRUMENTACIÓN ELECTROMÉDICA," 4,812,887 "
POSTENSA WIND STRUCTURES SA DE CV,OPTIMIZACION DE SISTEMA CONSTRUCTIVO PARA TORRES DE CONCRETO POSTENSADO EN GENERADORES DE ENERGIA EOLICA,CONSTRUCCIÓN," 2,502,600 "
FORRAJES EL OCOTILLO S DE PR DE RL ,DESARROLLO DE UNA PLANTA PILOTO MOVIL PARA PRODUCCION DE CHILE CHIPOTLE Y DESHIDRATADO DE HORTALIZAS MEDIANTE SECADOR HIBRIDO SOLAR-GAS CON RECUPERACION DE CALOR,AGROINDUSTRIAL," 3,566,012 "
TECNO PROCESOS ABERI SA DE CV ,INCORPORACION DE NANO MATERIALES DE ORIGEN NATURAL A MATRICES POLIMERICAS PARA LA GENERACION DE PRODUCTOS DE ALTA RESISTENCIA (NANO PLASTICS E-2),PLÁSTICOS," 7,526,050 "
CARDONA SOLUCIONES INTEGRALES EN ADMINISTRACION SA DE CV ,DESARROLLO DE PLATAFORMA BIOMEDICA PARA EXAMEN OFTALMOSCOPICO PARA DETECCION DE ALTERACIONES VASCULARES EN FONDO DE OJO DE PACIENTES CON PADECIMIENTOS CRONICO DEGENERATIVOS,SALUD," 4,999,818 "
GRUPO DALET SPR DE RL DE CV,AGRICULTURA DE PRECISION CON BASE A FERTILIZANTES ORGANICOS FORMULADOS Y TECNOLOGIA MOVIL,AGROINDUSTRIAL," 5,091,870 "
TECNOLOGIA RENOVABLE DE MEXICO SA DE CV,PLANTA AUTOMATIZADA DE TRATAMIENTO Y RECICLAJE PARA AUTOLAVADOS.,TECNOLOGÍAS DE LA INFORMACIÓN," 4,952,957 "
MANUFACTURA DE ALUMINIO Y VIDRIO SA DE CV,PLANTA PILOTO DE SOLDADURA DE ACERO GALVANIZADO CON TECNOLOGIA ANTICORROSION Y LABORATORIO DE PRUEBA,METALMECÁNICA," 2,916,300 "
COMERCIALIZADORA PAME SA DE CV ,FERTILIZANTE ORGANICO SEGURO Y EFICAZ -RECUPERACION DE SUELOS E INCREMENTO EN LA PRODUCTIVIDAD AGRICOLA-,AGROINDUSTRIAL," 2,870,330 "
GRANJAS CARROLL DE MEXICO S DE RL DE CV,DISENO E IMPLEMENTACION DE SISTEMA MECANICO DE EXTRACCION DE SEDIMENTADOS EN LAGUNAS DE TRATAMIENTO ANAEROBIO,MAQUINARIA INDUSTRIAL," 6,579,569 "
RENYSON DE MEXICO SA DE CV ,"ESTUDIO DEL PROCESO DE SINTERIZACION DE POLVOS METALICOS DE ACEROS CON ALTO CONTENIDO DE CROMO, EN ATMOSFERA DE CO + CO2, ASI COMO SU EFECTO EN EL ACERO AL BORO QUE SIRVE DE BASE.",METALMECÁNICA," 5,062,500 "
BRIKAP SA DE CV ,"ESCALAMIENTO INDUSTRIAL DE PATENTE EN TRAMITE MX/E/2013/095165 ""SISTEMA Y METODO PARA CALIBRACION DE INSTRUMENTOS DE MEDICION DE TEMPERATURA POR TELEMETRIA"" CONTINUACION PEI2014-213146",EQUIPO DE MEDICIÓN Y CONTROL," 3,069,528 "
ESPACIO VECTORIAL SA DE CV ,DISENO Y DESARROLLO DE IMPRESORA 3D ESCALA TIPO ESCRITORIO PARA MANUFACTURA DE ARTICULOS CON CAPACIDAD DE SINTERIZADO DE DIVERSOS MATERIALES,MECATRÓNICA," 4,213,749 "
SOLUCIONES Y TECNOLOGIAS BIOMEDICAS SA DE CV ,COLECTOR CON ALTO GRADO HIDROSCOPICO PARA LA INCONTINENCIA URINARIA MASCULINA. (DYA),TEXTIL," 6,154,875 "
TECNOCIENCIAS APLICADAS SA DE CV ,SISTEMA CASERO DE IDENTIFICACION GENETICA PARA EL DIAGNOSTICO DE ENFERMEDADES RESPIRATORIAS: DIAGEN ETAPA 4,BIOTECNOLOGÍA," 10,779,202 "
GRUPO DIPRALIGHT SA DE CV ,CENTRO DE INVESTIGACION Y DESARROLLO DIPRALIGHT. ETAPA 1.,ELECTRÓNICA," 761,887 "
CCM ACOUSTICSSA PI DE CV,FORTALECIMIENTO DE CADENA AUTOMOTRIZ NACIONAL: NUEVA GAMA DE COMPONETES INSONORIZANTES CON TECNOLOGIA DISIPATIVA,AUTOMOTRIZ," 19,146,698 "
COLIMA COMMERCE GROUP SA DE CV ,INNOVACION AL PROCESO PRODUCTIVO DE SAL A TRAVES DE LA OPTIMIZACION DE ENERGIA POR PANELES SOLARES,MINERÍA," 2,860,235 "
TERMOINNOVA SA DE CV ,CENTRO DE INVESTIGACION PARA EL DESARROLLO Y ESCALAMIENTO DE REVESTIMIENTOS NANOESTRUCTURADOS. ETAPA 2015,METALMECÁNICA," 10,829,875 "
GENES2LIFE SAPI DE CV,MADURACION PARA ESCALAMIENTO DEL PAQUETE TECNOLOGICO CONSISTENTE EN UN INNOVADOR DISPOSITIVO PARA LA DETECCION TEMPRANA DE LA INFECCION CON EL VIRUS DEL PAPILOMA HUMANO ASOCIADO AL CANCER CERVICAL,SALUD," 3,195,003 "
CORVELIS DESARROLLOS SA DE CV ,DISENAR E IMPLEMENTAR UN PROTOTIPO DE GENERADOR EOLO-ELECTRICO DE TIPO VAWT,ENERGÍA," 4,032,166 "
BEAVER PLASTICS DE MEXICO SA DE CV ,PROTOTIPADO DE PCB’S Y MANUFACTURA AVANZADA: DESARROLLO DE LABORATORIOS Y METODOLOGIAS DE APRENDIZAJE,MAQUINARIA INDUSTRIAL," 2,397,337 "
SERVICIOS PROFESIONALES DE SOFTWARE ODACC S DE RL DE CV,SISTEMA DE SEGURIDAD BIOMETRICO UTILIZANDO UNA ARQUITECTURA DISTRIBUIDA EN LA NUBE,TECNOLOGÍAS DE LA INFORMACIÓN," 3,242,325 "
TRANSFORMADORES INTELIGENTES DE MEXICO SAPI DE CV,INTEGRACION DE AEROGENERADORES EN LA RED ELECTRICA MEDIANTE UN TRANSFORMADOR INTELIGENTE DE ESTADO SOLIDO,ENERGÍA," 1,972,418 "
SERVICIOS PROFESIONALES DE SOFTWARE ODACC S DE RL DE CV,MEDEX - SISTEMA DE EXPEDIENTE CLINICO ELECTRONICO CENTRALIZADO PARA SERVICIOS DE SALUD EN CONSULTA EXTERNA CON COMUNICACION A CENTROS Y LABORATORIOS FARMACEUTICOS,TECNOLOGÍAS DE LA INFORMACIÓN," 3,137,874 "
KIORU SA DE CV,DESARROLLO DE UN PROTOTIPO FUNCIONAL DE TECNOLOGIAS ELECTRONICAS DE COMUNICACION VEHICULO-INFRAESTRUCTURA PARA LA GENERACION DE UN SISTEMA DE PREVENCION DE ACCIDENTES DE TRANSITO.,TECNOLOGÍAS DE LA INFORMACIÓN," 1,844,704 "
MERCA2COPIO GROUP SA DE CV ,DISENO Y DESARROLLO DE UN SISTEMA INTEGRAL PARA INVESTIGACION E INTELIGENCIA DE MERCADOS EN LINEA,SERVICIOS," 2,113,810 "
ENREMEX S DE RL DE CV,"APROVECHAMIENTO DE GRASAS VEGETALES RESIDUAL, NO APTA PARA LA ELABORACION DE BIOCOMBUSTIBLES, MEDIANTE DESTILACION FRACCIONADA PARA LA OBTENCION DE LOS PRINCIPALES ACIDOS GRASOS PRESENTES",QUÍMICA," 4,114,943 "
ENREMEX S DE RL DE CV,"RECUPERACION DE ACEITES VEGETALES, PROVENIENTE DE LODOS DE TRAMPAS DE GRASA DE INDUSTRIA ALIMENTICIA PARA LA ELABORACION DE BIOCOMBUSTIBLES",QUÍMICA," 2,237,931 "
ASOCIACION DE TLAXCALA PARED SOCIEDAD ANONIMA DE CAPITAL VARIABLE,DISENO Y CONSTRUCCION DEL PROTOTIPO DEL VEHICULO AEREO NO TRIPULADO PARA USO CIVIL Y MILITAR “MQ-69 SORIA 2”,AEROESPACIAL," 3,255,075 "
INGENIERIA Y SOLUCIONES HARO SA DE CV,DISENO E INTEGRACION DE SISTEMA PILOTO PARA TRAZABILIDAD DE PIEZAS Y COMPONENTES CRITICOS PARA SU APLICACION EN MINERIA,MAQUINARIA INDUSTRIAL," 4,922,667 "
CORETEC S DE RL DE CV ,SECVA-UAV,AEROESPACIAL," 4,014,250 "
SOLEXVINTEL SA DE CV ,SISTEMA NO INVASIVO DE VISION ARTIFICIAL PARA LA MEDICION DE GLUCOSA,FARMACÉUTICA," 9,660,984 "
PLASTICOS E INYECTORES DE SALTILLO SA DE CV,ESCALAMIENTO DEL PROCESO DE DESARROLLO DE ESPUMA TERMOPLASTICA BIODEGRADABLE PARA APLICACION AUTOMOTRIZ,QUÍMICA," 3,726,481 "
COMERCIALIZADORA DE LACTEOS Y DERIVADOS SA DE CV,DESARROLLO DE NUEVO PROCESO DE FILTRACION PARA PRODUCIR LECHE DESLACTOSADA CON PERFIL SENSORIAL SIMILAR A LA LECHE FRESCA SEMIDESCREMADA Y OBTENER COMO SUBPRODUCTO CONCENTRADO DE LACTOSA,ALIMENTOS," 1,970,020 "
BEBIDAS AMC SA DE CV ,DESARROLLO Y OPERACION DE UNA PLANTA PILOTO CON UNA LINEA DE PRODUCCION DE BEBIDAS FUNCIONALES PASTEURIZADAS,ALIMENTOS," 5,185,150 "
CREAMOS MAS SA DE CV ,MODELO NEUROECONOMICO DE SERVICIOS TURISTICOS,SERVICIOS," 4,950,000 "
BIOEXTRACTO SA DE CV ,"DESARROLLO CLINICO, IMPLEMENTACION REGULATORIA Y COMERCIALIZACION DE UNA NOVEDOSA VACUNA TERAPEUTICA DE APLICACION NASAL PARA LA PROTECCION Y TRATAMIENTO DE LA ATEROSCLEROSIS: 2A ETAPA.",BIOTECNOLOGÍA," 3,170,554 "
AQUAINNOVA TECHNOLOGIES S DE RL DE CV ,SECADO DE LODOS COMO COMBUSTIBLE ALTERNATIVO PARA LA INDUSTRIA CEMENTERA (SLUDAF),ENERGÍA," 4,791,508 "
MARICULTURA DEL PACIFICO SA DE CV ,DESARROLLO DE UNA LINEA GENETICA DE CAMARON BLANCO DEL PACIFICO RESISTENTE A LA ENFERMEDAD DE LA NECROSIS AGUDA DE HEPATOPANCREAS Y AL SINDROME DE LA MANCHA BLANCA PARTIENDO DE POBLACIONES CON ORIGIN,AGROINDUSTRIAL," 4,783,390 "
MEDINGENIUM SA DE CV,VALIDACION DE UN SISTEMA NO INVASIVO DE ESTIMULACION MAGNETICA DEL NERVIO FACIAL (EMGG).,INSTRUMENTACIÓN ELECTROMÉDICA," 3,956,597 "
ARGUS TECNOLOGIAS SA DE CV ,"CONT.212883,INNOVACION DE PROCESO DE SOPORTE POR MEDIO DEL DESARROLLO DE HERRAMIENTA DE ANALISIS Y DIAGNOSTICO TECNICO REMOTO A DISPOSITIVOS M2M INCREMENTANDO LA CALIDAD EN LOS SERVICIOS DE TELEMETRIA",TECNOLOGÍAS DE LA INFORMACIÓN," 1,013,571 "
TOC TECHNOLOGY OUTSOURCING CENTER SA DE CV ,DISENO Y SIMULACION DE ECO-INVERNADERO BASADO EN PERMACULTURA PARA LA AGRICULTURA URBANA. PRIMERA ETAPA,AGROINDUSTRIAL," 3,193,540 "
AGROPECUARIA EL AVION S DE PR DE RL,DESARROLLO Y EVALUACION DE RECUBRIMIENTOS EMULSIONADOS PARA EL INCREMENTO DE CALIDAD Y VIDA DE ANAQUEL DEL HUEVO DE GALLINA.,ALIMENTOS," 1,924,567 "
TRANSFORMADORES INTELIGENTES DE MEXICO SAPI DE CV,DESARROLLO DE UN TRANSFORMADOR INTELIGENTE DE ESTADO SOLIDO,ENERGÍA," 2,289,061 "
MODUTRAM MEXICO SA DE CV,REINGENIERIA DEL VEHICULO ELECTRICO GRT AUTOTREN CON INCORPORACION DE FUNCIONALIDAD DE SEGUNDA GENERACION,AUTOMOTRIZ," 4,669,357 "
FABRICA DE PINTURAS UNIVERSALES SA DE CV ,"PLATAFORMA INNOVADORA DE FORMULACION PARA RECUBRIMIENTOS INTUMESCENTES, APLICADOS EN ELEMENTOS ESTRUCTURALES METALICOS FRATEC",QUÍMICA," 3,575,071 "
TECNOLOGIA Y PRODUCTOS ESPECIALES SA DE CV ,DESARROLLO TECNOLOGICO DE PLATAFORMA PARA CAPACITACION DE EMPRESAS Y EMPRENDEDORES EN SEGURIDAD INDUSTRIAL,TECNOLOGÍAS DE LA INFORMACIÓN," 4,363,002 "
GRUPO R DE RECICLAJE SA DE CV ,"DESARROLLO DE PROCESOS, SISTEMAS Y EQUIPOS INNOVADORES PARA EL RECICLAJE DE PRODUCTOS Y FIBRAS TEXTILES",TEXTIL," 11,178,147 "
MEXICHEM FLUOR SA DE CV ,"IDT DE PROCESO PILOTO ALTERNO DE BENEFICIO DE FLUORITA, PARA CONCENTRACIONES MAYORES A 95% DE FCA2",MINERÍA," 3,932,616 "
SBC TECNOLOGIAS SA DE CV,DISENO E IMPLEMENTACION DE APLICACIONES DE REALIDAD AUMENTADA BAJO ENTORNO DE CLOUD COMPUTIONG,TECNOLOGÍAS DE LA INFORMACIÓN," 1,263,747 "
NUCITEC SA DE CV ,FORMULA LACTEA PARA PRE-ESCOLARES QUE REDUCE EL RIESGO DE ENFERMEDADES METABOLICAS,FARMACÉUTICA," 8,499,700 "
SASA-SOLUCIONES DE AUTOSERVICIOS Y SERVICIOS ASOCIADOS SA DE CV,DISENO Y DESARROLLO DE PLATAFORMA TECNOLOGICA PARA ADMINISTRACION DE LOS SERVICIOS MEDICOS PARA EL SECTOR PUBLICO.,TECNOLOGÍAS DE LA INFORMACIÓN," 2,664,100 "
DYNASOL ELASTOMEROS SA DE CV ,ELASTOMEROS EN POLIMERIZACION CONTINUA DE RESINAS ESTIRENICAS,PLÁSTICOS," 2,883,960 "
LABORATORIO TECNICO EPS SA DE CV,DESARROLLO DE DISPOSITIVOS DE PRUEBAS PARA EL APOYO EN LA INDUSTRIA AUTOMOTRIZ EN LAS AREAS DE ELASTOMEROS Y PLASTICOS SEGUNDA ETAPA.,PLÁSTICOS," 319,650 "
INGENIA 4TI SA DE CV,"RECICLADORA DE RESIDUOS SOLIDOS URBANOS, AUTOMATIZADA CON SISTEMAS DE CONTROL Y MONITOREO",MECATRÓNICA," 13,469,857 "
TLACHIA SYSTEMS SA DE CV,SISTEMA EXPERTO PARA NUTRICION HORTICOLA DE AGRICULTURA PROTEGIDA EN DISPOSITIVOS MOVILES,TECNOLOGÍAS DE LA INFORMACIÓN," 2,691,025 "
TEXNOLGICA SA DE CV,DESARROLLO DE PROTOTIPOS DE IMPLANTES CANULADOS PARA REFORZAMIENTO ESTRUCTURAL OSEO,SALUD," 5,184,975 "
PLASTIGLAS DE MEXICO SA DE CV ,DESARROLLO DE NUEVAS APLICACIONES DE LAMINA ACRILICA MEDIANTE EL USO DE TECNICAS DE ARQUITECTURA MOLECULAR,PLÁSTICOS," 3,013,149 "
SASA-SOLUCIONES DE AUTOSERVICIOS Y SERVICIOS ASOCIADOS SA DE CV,DESARROLLO DE PLATAFORMA TECNOLOGICA PARA EL CONTROL DE INGRESO Y GASTO DE LOS FIDEICOMISOS GUBERNAMENTALES,TECNOLOGÍAS DE LA INFORMACIÓN," 2,584,850 "
TRANSFORMADORES INTELIGENTES DE MEXICO SAPI DE CV,INTEGRACION DE PANELES SOLARES EN LA RED ELECTRICA MEDIANTE UN TRANSFORMADOR INTELIGENTE DE ESTADO SOLIDO,ENERGÍA," 835,744 "
CUPRUM FAB SA DE CV ,"DESARROLLO Y PROTOTIPAJE DE UN PERFIL EXTRUIDO TIPO ""CRUSH CAN"" DE ALUMINIO QUE SUSTITUYA AL DE ACERO CONVENCIONALMENTE USADO EN LA INDUSTRIA AUTOMOTRIZ",METALMECÁNICA," 3,575,353 "
TRACSA SAPI DE CV ,DESARROLLO DE SOFTWARE PARA MEDICION Y ANALISIS DEL ESTADO FISICO DE LA MAQUINARIA PESADA.,TECNOLOGÍAS DE LA INFORMACIÓN," 1,278,204 "
CIC CENTRO DE INVESTIGACIONES CAMPECHE SA DE CV,PLANTA PILOTO PARA LA MANUFACTURA DE UNA LINEA DE CURRICANES ELECTRONICOS PARA PESCA DEPORTIVA,ELECTRÓNICA," 1,722,189 "
ALTERNOS Y RECICLADOS PAVETECH SA DE CV,DISENO Y DESARROLLO DE PROTOTIPO DE QUEMADOR INDUSTRIAL DE FLAMA ABIERTA PARA PROCESOS INDUSTRIALES DE ALTO CONSUMO ENERGETICO,MAQUINARIA INDUSTRIAL," 4,017,998 "
QUIMICA ROSMAR SA DE CV ,SISTEMA ECO-AMIGABLE PARA PROCESOS DE SANIDAD ALIMENTARIA,MAQUINARIA INDUSTRIAL," 2,041,250 "
ALFA GRUPO TECNOLOGICO SA DE CV ,EFECTOS AGRONOMICOS Y ECOFISIOLOGICOS DE LA MANIPULACION DEL BALANCE ESPECTRAL EN HORTALIZAS DE IMPORTANCIA ECONOMICA PARA DESARROLLO DE PAQUETE TECNOLOGICO.,AGROINDUSTRIAL," 4,855,660 "
YKK GRUPO TECNOLOGICO SA DE CV,DISENO Y MEJORA EN PROTOTIPO DE UNIDAD DE ALTA PRESION PARA AUMENTAR LA EFICIENCIA EN SU CICLO DE OPERACION.,MAQUINARIA INDUSTRIAL," 4,111,008 "
REINTECH RECYCLED INNOVATION AND TECHNOLOGY SA DE CV ,DISENO Y CONSTRUCCION DE MAQUINARIA EXPERIMENTAL DE CELULA DE TRABAJO DIRIGIDA AL MANEJO AUTONOMO DE RESIDUOS SOLIDOS URBANOS (RSU) TERCERA ETAPA.,MAQUINARIA INDUSTRIAL," 3,234,582 "
GROBER LEON SA DE CV,"PLANTA PILOTO PARA TRENZAR FIBRA DE CARBONO COMO ESTRUCTURA DE REFUERZO DE MATERIALES COMPUESTOS PARA LA INDUSTRIA AUTOMOTRIZ, EN BASE AL DESARROLLO DE UN SISTEMA INTELIGENTE DE VISION POR COMPUTADORA",AUTOMOTRIZ," 2,518,107 "
GRUPO COMERCIAL LGM SA DE CV ,DISENO Y DESARROLLO DE CIRCUITO ELECTROMAGNETICO PARA MOTORES ELECTRICOS DE ALTO CABALLAJE CON APLICACION A BOMBAS 220/3F,ELÉCTRICA," 4,716,428 "
TECA2E S DE RL DE CV,DESARROLLO DE UN SISTEMA DE SEGURIDAD EN BASE A DRONES Y CAMARAS INALAMBRICAS DE ALTA DEFINICION,TECNOLOGÍAS DE LA INFORMACIÓN," 2,825,875 "
ADMAN LEKU SA DE CV ,DESARROLLO DE TECNOLOGIA “CORETEK” PARA EL DISENO Y CONSTRUCCION DE CHASISES ULTRALIGEROS PARA LA INDUSTRIA AUTOMOTRIZ,AUTOMOTRIZ," 8,443,230 "
ESQUITEC TELEMETRIA Y DESARROLLO SA DE CV,"DESARROLLO DE UN SISTEMA DE CONTROL Y GESTION DE NEUMATICOS EN UNA FLOTILLA DE VEHICULOS DE CARGA A TRAVES DE LA TELEMETRIA DE PRESION EN NEUMATICOS, PARA INCREMENTO DE SEGURIDAD Y REDUCCION DE COSTOS",TECNOLOGÍAS DE LA INFORMACIÓN," 770,705 "
CREAMOS MAS SA DE CV ,PALENQUE 3D: LA CIUDAD MAYA,TECNOLOGÍAS DE LA INFORMACIÓN," 3,933,750 "
MEXI FOOD SA DE CV ,"PROCESO PARA LA OBTENCION DE GLUCOSAMINA, A PARTIR DE QUITINA Y QUITOSANO EXTRAIDO DE EXOESQUELETOS DE JAIBA",BIOTECNOLOGÍA," 6,352,806 "
REMA SOLUTIONS SA DE CV,DESARROLLO Y PRUEBA DE UN MECANISMO INNOVADOR PARA POTABILIZACION DE AGUA,BIOTECNOLOGÍA," 10,606,350 "
PROMOEVOLUTION SA DE CV,DISENO Y DESARROLLO DE AREA DE EXPERIMENTACION PARA LA APLICACION DE BARNICES ESPECIALIZADOS UV EN EMPAQUES Y/O EXHIBIDORES.,IMPRESIÓN," 2,317,350 "
INGENIERIA RECONSTRUCTIVA SA DE CV ,"DISENO Y VALIDACION DE PROTOTIPO INNOVADOR DE COLCHON INFLABLE AUTOMATIZADO, PARA EVITAR NEUMONIA Y ULCERAS EN LA PIEL DE PACIENTES POSTRADOS.",SALUD," 5,218,591 "
SIGNA CIVAC SA DE CV,PLATAFORMA TECNOLOGICA PARA GENERAR DMFS DE COMPUESTOS HPAPI PARA VENTA A PAISES ALTAMENTE REGULADOS,FARMACÉUTICA," 5,797,791 "
PROF TECH SERVICIOS SA DE CV,EXPANSOR PARA PLANTA ELECTRICA PILOTO BASADA EN EL CICLO BRAYTON CON CO2 SUPERCRITICO,ENERGÍA," 11,510,742 "
MAEVE CONSULTORES TI SA DE CV ,"SISTEMA ANALITICO PARA CO-RELACIONAR PRODUCTOS, MEJORAR LA TOMA DE DECISIONES EN TIEMPO REAL Y MAXIMIZAR LA VENTA EN LAS UNIDADES DE NEGOCIO.",TECNOLOGÍAS DE LA INFORMACIÓN," 5,392,065 "
ADN SINTETICO SAPI DE CV,DESARROLLO DE UNA INNOVADORA TECNOLOGIA BASADA EN UNA PLATAFORMA PERSONAL Y PORTATIL PARA DETECCION MOLECULAR EN TIEMPO REAL DE PATOGENOS CAUSANTES DE ENFERMEDADES FEBRILES DE INTERES EN SALUD PUBLICA,BIOTECNOLOGÍA," 3,526,853 "
PROVEEDORA DE LARVAS SA DE CV,"PRECRIA DE POSTLARVAS DE CAMARON CON TECNOLOGIA BIOFLOC QUE CONFIERA INMUNORESISTENCIA, ESTIMULE SU CRECIMIENTO EN UN AMBIENTE BIOSEGURO",AGROINDUSTRIAL," 6,498,630 "
