PROYECTO,NOMBRE DEL SUJETO DE APOYO,TITULO DEL PROYECTO,SECTOR,MONTO DE APOYO MXN
241777,"PRODUCTORA DE ESPECIES ACUATICAS, S.A. DE C.V.",INNOVACIÓN Y MEJORA CONTINUA DE PRODUCTOS Y PROCESOS PARA OPTIMIZAR LA PRODUCCIÓN DE SEMILLA DE OSTIÓN (C. VIRGINICA) EN LABORATORIO. ETAPA 3.,PRIVADO,"11,101,980.00"
242425,AGROINDUSTRIA GUZSA SPR DE RL DE CV,DISEÑO DEL MODELO DE PRODUCCIÓN FORZADA DE PLANTAS DE FRESA EN CEPELLÓN BAJO ATMOSFERA CONTROLADA E INDUCCIÓN LUMÍNICA ARTIFICIAL,PRIVADO,"2,170,350.00"
242067,"XT AUTODIDACTAS INTELIGENTES, S.A DE C.V","ECOSISTEMA DIGITAL PARA FORMACIÓN Y ASISTENCIA A DOCENTES EN DESARROLLO Y VALIDACIÓN DE NUEVOS MATERIALES, CONTENIDOS Y HERRAMIENTAS PARA EL MANEJO DEL AULA VIRTUAL EN SECUNDARIAS.",PRIVADO,"7,320,652.00"
240643,BROSE QUERÉTARO S.A. DE C.V.,DESARROLLO DE UNA CELDA DE SOLDADURA LASER PROTOTIPO APLICADA A SISTEMAS DE ASIENTOS AUTOMOTRICES.,PRIVADO,"4,690,092.00"
242447,DRAJEN TECHNOLOGIES SA DE CV,AQUACULTUREMOBILE: SISTEMA PARA CONTROL DE CULTIVOS ACUÍCOLAS COMO PARTE DEL INTERNET DE LAS COSAS,PRIVADO,"2,622,500.00"
240247,"CENTRO DE INVESTIGACION EN TECNOLOGIAS DE INFORMACION, S. DE R.L. DE C.V.",SISTEMA TECNOLÓGICO INTEGRAL E-COMMERCE WEB Y MÓVIL BASADO EN REALIDAD AUMENTADA,PRIVADO,"3,160,809.00"
240297,EFECTO DIGITAL INTERACTIVO SA DE CV,PLATAFORMA CLIMÁTICA INTERACTIVA PARA TV Y SU MINERÍA DE DATOS ASOCIADA,PRIVADO,"2,116,418.00"
241529,ALGAS Y EXTRACTOS DEL PACIFICO NORTE AEP SA DE CV,DESARROLLO NANOTECNOLÓGICO DE UNA NUEVA FORMULACIÓN DE PLAGUICIDA ORGÁNICO BASADO EN ALGAS MARINAS PARA EL CONTROL DE PATÓGENOS DE INTERÉS DEL SECTOR AGRÍCOLA.,PRIVADO,"2,506,635.00"
240851,SJ HERRAMIENTAS,IMPLEMENTACION DE ATMOSFERA CONTROLADA PARA PROLONGACION DE VIDA UTIL DE HERRAMIENTAS DE CORTE PARA MAQUINADO DE HERRAMENTALES,PRIVADO,"5,214,150.00"
240452,GRUPO LUXIN S.A.P.I DE C.V,"MINIATURIZACION DEL DISPOSITIVO ELECTRONICO PARA LA DETECCIÓN, GEOLOCALIZACIÓN, ENVIO DE ALERTAS Y MONITOREO DE CAIDAS EN EL ADULTO MAYOR ",PRIVADO,"1,889,449.00"
240245,"EMBSOFT, SA DE CV","SISTEMA DE GESTIÓN DE INFORMACIÓN DEL TRANSPORTE PÚBLICO, PARA MEJORAR LA LOGÍSTICA DE LAS URBES EN DESARROLLO (CRECIMIENTO).",PRIVADO,"3,964,875.00"
240714,USG MEXICO SA DE CV,"DESARROLLO DE LODOS REACTIVOS A BASE DE CASO4 Y DISEÑO DE SISTEMAS DE APLICACIÓN EN CONSTRUCCIÓN LIGERA SUSTENTABLE DE INTERÉS SOCIAL, MEDIO Y RESIDENCIAL.",PRIVADO,"1,435,717.00"
243427,"ECOUTTE MEXICANA, S.A. DE C.V.",DESARROLLO DE PLATAFORMA DE E-LEARNING PARA PERSONAS CON DISCAPACIDAD AUDITIVA PARA EDUCACIÓN MEDIA-SUPERIOR.,PRIVADO,"3,762,900.00"
241417,CONDUZINC S DE RL DE CV,INNOVACIÓN Y FABRICACIÓN DE MOLDES Y CARGAS PARA SOLDADORA EXOTÉRMICA PARA LA CORRECTA APLICACIÓN DE LA TIRA DE ZINC CZ9,PRIVADO,"3,213,757.00"
242451,BIOACTIVOS Y NUTRACEUTICOS DE MEXICO S.A. DE C.V.,"CONJUGADOS CON BASE DE LACTOSUERO, OVOALBUMINA Y LECTINAS DESARROLLADOS MEDIANTE SONOQUIMICA CON PATENTE EN TRÀMITE, PARA SU USO COMO COADYUVANTE EN ENFERMEDADES DEGENERATIVAS DEL SISTEMA NERVIOSO",PRIVADO,"4,462,506.00"
243435,OPENGATE S.A. DE C.V.,DESARROLLO DE SISTEMA EDUCATIVO CON CONTENIDOS DE REALIDAD VIRTUAL EN AMBIENTES CON ESPACIOS TRIDIMENSIONALES. ETAPA I.,PRIVADO,"1,939,400.00"
242520,ALGACHEM S.A. DE C.V.,DESARROLLO DE UN SISTEMA DE REPRODUCCIÓN DE MICROORGANISMOS RUMINALES PARA SU UTILIZACIÓN EN LA BIOACTIVACIÓN DE SUELOS AGRÍCOLAS: CONTROL BIOLÓGICO DE FITOPATÓGENOS DEL SUELO,PRIVADO,"2,100,000.00"
240201,"BIBLIOTECAS GENÓMICAS, SA DE CV",ENRIQUECIMIENTO Y VALIDACIÓN DE LA HERRAMIENTA PROTOTIPO ID. 067563 DMYSM PARA LA DETECCIÓN DE GENES QUE PARTICIPAN EN PROCESOS INFLAMATORIOS ASOCIADOS A SÍNDROME METABÓLICO Y DABIETES MELLITUS TIPO 2,PRIVADO,"4,952,308.00"
240024,MERCADOTECNIA INTEGRAL PARA TECNOLOGÍAS DE LA INFORMACIÓN SA DE CV,PLATAFORMA TECNOLÓGICA PARA EL REGISTRO DE PIEZAS ARQUEOLÓGICAS PATRIMONIALES (INVENTARIO DIGITAL) CON EL FIN DE FOMENTAR Y DIFUNDIR LA CULTURA MAYA MEDIANTE APLICACIONES MÓVILES Y GEOFENCING. ,PRIVADO,"2,449,983.00"
243825,TECNO CREACION DE PROCESOS S.A. DE C.V., CELDA DE CURVADO Y TEMPLADO DE VIDRIO CON MOLDE DINÁMICO Y CONTROL DE RADIO SIMPLE Y COMPUESTO,PRIVADO,"13,860,145.00"
240372,"OMTTIC OFICINA MEXICANA DE TRANSFERENCIA DE TECNOLOGIA, INNOVACION Y CONOCIMIENTO S.A. DE C.V.",DESARROLLO DE UN DISPOSITIVO BIOTECNOLÓGICO PARA LA DETECCIÓN MOLECULAR DE LOS CINCO TIPOS DE CÁNCER MÁS PREVALENTES EN MÉXICO.,PRIVADO,"4,968,357.00"
240291,"FINANPORT, SA DE CV","MEJORA TECNOLÓGICA DEL PROYECTO ""TARINA: PARA LA CREACIÓN, LECTURA E INTERCAMBIO DE CUENTOS"", QUE INCLUYA UN MÓDULO DE COMPRAS Y UNA EXPANSIÓN DE LA APLICACIÓN MÓVIL PARA HACERLA MULTIPLATAFORMA.",PRIVADO,"3,729,620.00"
242068,AGRONACER FRUIT AND BERRIES SPR DE RL DE CV,"DISEÑO, DESARROLLO Y VALIDACIÓN DE UN PROCESO DINÁMICO Y CONTINUO PARA LA CONGELACIÓN RÁPIDA INDIVIDUAL DE BERRIES SIN ALTERAR SU VALOR NUTRITIVO, CARACTERÍSTICAS FÍSICO-QUÍMICAS Y SENSORIALES",PRIVADO,"7,004,430.00"
242390,AUTOMOTIVE R & D MEXICO SA DE CV,"SPC-16 SISTEMA MULTI RADAR-IR-GPS-FMS PARA DETECCIÓN, CLASIFICACIÓN AUTOMÁTICA Y PREVENCIÓN DE COLISIONES, ATROPELLAMIENTO Y VOLCADURAS EN MINERÍA DE CIELO ABIERTO",PRIVADO,"8,175,780.00"
240625,CENTRO I+D+I PLENUM SA DE CV,HERRAMIENTA DE ENTORNO VIRTUAL PARA LA COMUNICACIÓN EFECTIVA DOCENTE-PADRES EN EDUCACIÓN BÁSICA E INICIAL PARA LA MEJORA DEL PROCESO DE ENSEÑANZA Y CALIBRAR LOS PARÁMETROS DE ADAPTACIÓN.,PRIVADO,"9,250,000.00"
243617,QENER SA DE CV,MÁQUINA PARA PLANTA PILOTO EXPERIMENTAL DE PRODUCCIÓN DE PANELES CONSTRUCTIVOS DE ALTO GRADO ECOLÓGICO ,PRIVADO,"4,072,593.00"
242012,SALVER BALONES SAPI DE CV,DESARROLLO DE UN SISTEMA PARA LA PRODUCCIÓN DE BLADERS PARA BALONES COMPATIBLE CON LA PATENTE (#000598),PRIVADO,"1,700,588.00"
240672,SIMPLE BIOSPHERE S.A. DE C.V.,PROGRAMA PILOTO DE CULTIVO DE LENTEJAS DE AGUA PARA PRODUCTOS DE CONSUMO ANIMAL Y HUMANO,PRIVADO,"2,497,794.00"
243611,"Smart Embebed Aplicaciones, S.A. de C.V.",SISTEMA PARA LA UNIFICACIÓN DE LA MEZCLA DE TURBOSINA FÓSIL Y BIO-KPS,PRIVADO,"6,360,653.00"
242484,CONSTRUCCIONES INNOVADORAS Y VIALIDADES AVANZADAS S.A. DE C.V.,"SGE SMART LIGHTING, SISTEMA INTEGRAL DEL ALUMBRADO PUBLICO - ETAPA 1",PRIVADO,"8,305,675.00"
242315,PRODUCTOS MEDELLIN S.A. DE C.V.,"DESARROLLO DE PELICULA POLIMERICA CON BAJA PERMEABILIDAD DE AGUA, RECUPERACION ELASTICA Y ADHERENCIA, PARA EMPAQUE DE DULCES DE LECHE",PRIVADO,"2,879,340.00"
241934,CONSORCIO VERACRUZANO EN T.I. SA DE CV,FISIO NUI-PLATAFORMA BASADA EN NUI PARA CONSTRUCCIÓN DE ENTORNOS DE REHABILITACIÓN FISIOTERAPEUTICA,PRIVADO,"1,995,440.00"
240235,GRUPO R3 SA DE CV,MEJORA EN EL PROCESO EXTRACTIVO DE HESPERIDINA Y VALIDACIÓN DE SU APLICACIÓN EN LA FORMULACIÓN DE NUEVAS BEBIDAS REGIONALES FUNCIONALES ,PRIVADO,"1,711,312.00"
241425,TRADU SAPI DE CV,INVERSOR INTELIGENTE FOTOVOLTAICO PARA INTEGRACIÓN DE GENERACIÓN DISTRIBUIDA RENOVABLE EN MICROREDES DE BAJA ESCALA DE POTENCIA,PRIVADO,"4,720,000.00"
242710,CENTRO DE INGENIERIA AVANZADA EN TURBOMAQUINAS S. DE R.L. DE C.V.,DESARROLLO DE SENSORES VERSÁTILES PARA DIAGNOSTICAR PROBLEMAS DE DESEMPEÑO EN MOTORES DE AVIACIÓN COMERCIAL Y PRUEBAS ROTO DINÁMICAS PARA INVESTIGACIÓN DE SFDS Y ARRANQUE CON ROTOR DOBLADO,PRIVADO,"3,728,284.00"
241740,EMPRESAS DEL MAÑANA S. DE R.L. DE C.V.,DESARROLLO TECNOLÓGICO DE BIOINSUMOS MULTIFUNCIONALES PARA POTENCIAR LA CALIDAD E INOCUIDAD DEL CULTIVO DE MAÍZ. ,PRIVADO,"2,655,000.00"
241202,INVESTIGACION Y DESARROLLO DE SOFTWARE SA DE CV,INTELIGENCIA NUTRICIONAL PARA MOTIVAR EL APEGO AL PLAN NUTRICIO DE PACIENTES CON DMT2 E HTA INCLUYENDO VARIABLES PSICOLÓGICAS Y CLÍNICAS PARA FORTALECER LAS HABILIDADES DE MÉDICOS DEL PRIMER NIVEL.,PRIVADO,"8,300,000.00"
